pathway	logFC	P.Value	adj.P.Val	direction
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.052869229476769246	5.583487335331944e-15	1.0385286443717416e-12	down
KEGG_LYSOSOME	0.05989342927272097	3.663982995510351e-14	3.4075041858246266e-12	up
KEGG_FATTY_ACID_METABOLISM	-0.06377370707859328	3.0333510050875863e-13	1.8806776231543034e-11	down
KEGG_TRYPTOPHAN_METABOLISM	-0.06071016370306742	7.538520096399087e-13	3.5054118448255756e-11	down
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	-0.09340439249253563	3.318367918648056e-12	1.234432865737077e-10	down
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	-0.058561692515748234	9.108161350270598e-12	2.823530018583885e-10	down
KEGG_RIBOFLAVIN_METABOLISM	-0.05504746688781016	3.775688015363351e-11	1.003254244082262e-9	down
KEGG_TYPE_II_DIABETES_MELLITUS	0.054800934892915036	7.864847029517321e-11	1.8285769343627773e-9	up
KEGG_PYRUVATE_METABOLISM	-0.07788385602502054	1.3604802437271743e-10	2.8116591703694937e-9	down
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.05144000645625513	2.1297300020185494e-10	3.961297803754502e-9	down
KEGG_GLIOMA	-0.02208323939327369	2.779231522557165e-10	4.578566031328864e-9	down
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.03359271992905235	2.953913568599267e-10	4.578566031328864e-9	up
KEGG_NITROGEN_METABOLISM	-0.09217738528371672	4.648473720709744e-10	6.650893169630865e-9	down
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.039899482025198725	5.009944663228554e-10	6.656069338289366e-9	down
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.06452712837027501	9.841692830907759e-10	1.220369911032562e-8	up
KEGG_GLYCEROLIPID_METABOLISM	-0.05033003314344078	1.1821990213994133e-9	1.374306362376818e-8	down
KEGG_INSULIN_SIGNALING_PATHWAY	-0.06368278082431461	7.40582006556906e-9	8.102838424681442e-8	down
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.10630366708471663	8.866383865836881e-9	9.161929994698111e-8	down
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.040184227032216635	1.088823525575108e-8	1.0659009250366845e-7	down
KEGG_CALCIUM_SIGNALING_PATHWAY	-0.04153802374716546	1.7682694899455656e-8	1.644490625649376e-7	down
KEGG_APOPTOSIS	0.04069328465681855	2.7639303743933765e-8	2.448052617319848e-7	up
KEGG_HEMATOPOIETIC_CELL_LINEAGE	-0.0488162420870951	4.224547274173821e-8	3.571662695437867e-7	down
KEGG_PURINE_METABOLISM	-0.06364503096858039	4.736845866770879e-8	3.8306666574755806e-7	down
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.04253687691670735	7.861472305186958e-8	6.092641036519893e-7	down
