Kids_First_Biospecimen_ID	pathway	ssgsea_score	description	Type	cancer_group	gene_parsed_by	group
BS_1BWP5MCT	hsa00010	0.18710730960722088	Glycolysis / Gluconeogenesis	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00020	0.13462404332351974	Citrate cycle (TCA cycle)	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00030	0.2692484156960262	Pentose phosphate pathway	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00040	-0.28030496009106015	Pentose and glucuronate interconversions	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00051	0.19643355140185165	Fructose and mannose metabolism	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00052	0.14702240793972643	Galactose metabolism	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00061	0.18040672522638518	Fatty acid biosynthesis	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00062	-0.09123411158302415	Fatty acid elongation	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00071	0.07870844078602068	Fatty acid degradation	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00072	0.33694678387652344	Synthesis and degradation of ketone bodies	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00100	0.4068292468667353	Steroid biosynthesis	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00120	0.20698138657969506	Primary bile acid biosynthesis	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00130	-0.00741404166159541	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00140	-0.013666262975215717	Steroid hormone biosynthesis	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00190	0.09694449427871654	Oxidative phosphorylation	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00230	0.17563831513710332	Purine metabolism	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00240	0.19223291646405918	Pyrimidine metabolism	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00250	0.10725310171767312	Alanine, aspartate and glutamate metabolism	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00260	0.3310486876090151	Glycine, serine and threonine metabolism	Metabolism	Medullo	FOLH1	lower
BS_1BWP5MCT	hsa00270	0.21252089863232954	Cysteine and methionine metabolism	Metabolism	Medullo	FOLH1	lower
