pathway_description	BS_EVCAC3NH	BS_74G5K7JF	BS_C05FKR8X	BS_FTKPQ5FZ	BS_G23JJAZY	BS_CZ3NA7KV	BS_CZ3ER8DY	BS_EK5PCKY0	BS_7G42J2SK	BS_4NWHYH53	BS_W80TJC27	BS_XF0ZX2B3	BS_KBT7MQ6H	BS_MT15SGJN	BS_H4NXBD2D	BS_QXKRN6CR	BS_NGHK9RZP	BS_N5DVEJXT
KEGG_ABC_TRANSPORTERS	0.0446294697629125	0.027130594831055954	0.03358330268137807	0.05521151804312363	0.02269013446245756	0.060745167538043716	0.04619778984474067	0.06202002809955813	0.04848184654314344	0.03938925994559132	0.054687844199785604	0.051835128632298014	0.03278969037731405	0.056104940644795306	0.053500696227500866	0.04367166576537367	0.05767091727867974	0.0444706011528838
KEGG_ACUTE_MYELOID_LEUKEMIA	0.25493230060153504	0.24353704926372696	0.28445695587861786	0.25993138621068046	0.24831170731529745	0.23129488598755277	0.25037562093546245	0.22546066731874576	0.259538937179512	0.25936362177240335	0.2478674259396693	0.2575862180003191	0.29546720505267005	0.24970088508234256	0.24188836175474757	0.24414302391228507	0.29162525968850633	0.2711647608137782
KEGG_ADHERENS_JUNCTION	0.3493132239031785	0.31300654570792613	0.33336541973491773	0.3206145225667469	0.3175482758516584	0.32755638580110397	0.3263604022836514	0.3203158915806219	0.3264800427349457	0.33979584703772553	0.3137837351028895	0.34129839314635324	0.34002385338102176	0.3134813632213561	0.3233347874017167	0.300607941584849	0.30221643233544127	0.31412446954118306
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.15220954197046654	0.15586478699221723	0.1477910686572073	0.15663043978646768	0.14879920711978104	0.18060647564311588	0.16439042806526852	0.1623619382732589	0.1420227412015352	0.19712178359339066	0.17575888022403172	0.1914026215658112	0.18512945345094242	0.1651337652188544	0.15772404589662126	0.1660137400611458	0.18398835871699248	0.13548442476397152
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.1346616524429889	0.10043455005227717	0.07950621084882155	0.07296606893263172	0.13538498695825613	0.08458300984175349	0.1090035114001797	0.09734377255222544	0.10120024638287779	0.0683878220550578	0.08794931903222034	0.11375620445909146	0.08080272194980237	0.0906869404809315	0.09041787353539774	0.08476759236838714	0.082996266788744	0.08064277607758717
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.16530641959497114	0.09395722419006948	0.10027504551284896	0.12957476387789824	0.09647966753077535	0.1126935862995158	0.10463389847195596	0.09852404010270202	0.07600277175808257	0.13342150107047113	0.07228555089100175	0.13687513637825455	0.1314107001669983	0.13891520811605398	0.08163229933635928	0.10581925641708116	0.14469006503342072	0.105114461019087
KEGG_ALLOGRAFT_REJECTION	-0.12017927799039982	0.0011264975220079355	-0.05713651651246799	-0.05663753638431679	-0.13300693794687946	0.06205245894245772	0.01300330971460793	-0.012928210387215025	-0.05420800391804386	0.09049342713498804	0.09909946027501025	0.1305423113094336	0.008768968177408418	0.11268430764360467	-0.11124583886948092	-0.07754544837734316	0.04483712035491035	-0.06326590993758764
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.12900937955526473	-0.10699881447213286	-0.0997821253423248	-0.10090267062095955	-0.09726755013715205	-0.09996531046443122	-0.10698894592716647	-0.10830166404827066	-0.12561405903657333	-0.109701777816033	-0.09625621510674537	-0.09098507366809348	-0.12613844614362604	-0.0897481664294986	-0.11504677463110888	-0.08318315089314351	-0.1104310597904491	-0.09671958788110274
KEGG_ALZHEIMERS_DISEASE	0.24358176027083797	0.23680345104276954	0.20591221210793045	0.2358124392531631	0.22944453752932684	0.24394713445483387	0.21848914371422334	0.22895027194772619	0.21747827067768138	0.23319957676713227	0.22732084197734137	0.22329115816072584	0.2062881927018995	0.26093293078658436	0.21104742111208377	0.2460387829163479	0.2363653695295287	0.2207894750507182
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.1294515300652025	0.13756285373768137	0.11386976457158218	0.11715647977672683	0.13704851587623662	0.13453286957670732	0.11164028453223941	0.09192180859303956	0.10096111904995171	0.12545945490166027	0.12902802616828032	0.13819197530349267	0.12513355694281375	0.12667023570551156	0.139706389883115	0.11457183217177143	0.13098174236174603	0.08153047813756062
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.08811748057305978	0.09730166895195069	0.11461021892119268	0.13656545188974173	0.13347746873678162	0.14671947008814465	0.0809142022996348	0.12130489397183437	0.09763629635974322	0.0894351960137805	0.11207519163224032	0.03414159355171176	0.07799683758980527	0.11796640107763551	0.11686879272136247	0.12185065680633841	0.07305378354844719	0.0971363871004031
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.215782119305359	0.14107141696674552	0.1536461906283446	0.1350887882425995	0.12391317000628557	0.15003069664170754	0.14048035607889522	0.15362135885250763	0.12452523019074548	0.1277551349597348	0.14597895073156752	0.17212905695259562	0.1328954361686797	0.15059814054869633	0.12544104290771227	0.14927543404664426	0.1543386548776867	0.14134935751288066
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.07618008788032728	0.13608297407167802	0.10347721037238151	0.09971369965726061	0.05355246422529028	0.1635349894882469	0.1388767681219354	0.12231391822649922	0.1005741666222889	0.1721829220429073	0.18229167020987225	0.20618456577987107	0.1379828385070552	0.18548800419576475	0.0811968657447435	0.08624255539383785	0.17936681132309976	0.09931179717484366
KEGG_APOPTOSIS	0.13377854305984388	0.16889046902479973	0.13861888095296448	0.14646478122386117	0.14731819412475625	0.15758812792422025	0.14680269307225619	0.13401282009605303	0.15204473668721866	0.1681848032111386	0.1807149327798074	0.19357667128168757	0.17025678930435476	0.15111627397498273	0.13149690843572018	0.1454280778677239	0.174734005650999	0.12021999429508266
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.17574687454427212	-0.12536631986935956	-0.13401091334946832	-0.1553006922959124	-0.16241906918476004	-0.1353447745506254	-0.13627401836119143	-0.14942972177856245	-0.1877758895317695	-0.1278952226768264	-0.11988068508209343	-0.10850015687709325	-0.13329899496065045	-0.12808910568460632	-0.16275672021797946	-0.15146769758093936	-0.12162625768641686	-0.1500552416796243
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.1344599053004041	0.12909393821062606	0.13716493088922335	0.12304828808427656	0.13299746024186834	0.14761453266220276	0.13758715496407276	0.12846578252934968	0.12701028296805675	0.13602985095253822	0.14526533284326815	0.14874599002487227	0.1173865519766515	0.13167740091148228	0.11305423916414639	0.1349869796300397	0.14271300960077588	0.09775905285500454
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.15768090300083276	0.11684617566817848	0.12806152274698138	0.14497823262239604	0.12346377240268105	0.1471850844713823	0.13190707877506508	0.12801139466480094	0.09925005350080465	0.12076576535036385	0.08811064139616813	0.13951437310549247	0.15583454389238305	0.10168611184077443	0.11702771245975722	0.09419178750363023	0.11588552051499539	0.14135244861864207
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.1914133652732724	-0.18130960618900607	-0.20037800900193223	-0.18322967972806203	-0.17842779614072274	-0.18713182483897892	-0.1909459985852569	-0.18830942527673644	-0.18456011842073355	-0.1893620530568695	-0.18995158469850612	-0.1922686035111699	-0.19692214509725592	-0.1999136916240204	-0.19677076676273475	-0.18663712025381282	-0.20261944995963665	-0.20415591253160587
KEGG_ASTHMA	-0.2456769827056308	-0.13498366867948133	-0.19568636204792553	-0.17685978641929165	-0.26411851456371666	-0.05253300832868342	-0.11003938294366677	-0.13175012902990282	-0.19662683674092357	-0.009942162665404396	-0.001674501946081661	0.03777338909972417	-0.10918984797828234	0.020605472631409903	-0.2607461618021231	-0.18621322038996233	-0.06633684883629476	-0.1720698129860332
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.2139191288504791	-0.11497020378006773	-0.1483603546139534	-0.14791457688590326	-0.2180679989789008	-0.05548009139232156	-0.09031470206936189	-0.10649756006524008	-0.1361692875535449	-0.028339998150437293	-0.02046982454075783	0.007851066992753468	-0.09696648506483814	-0.010156214568796278	-0.1932653653188991	-0.15737494266331487	-0.058230519710388694	-0.14944931916046267
KEGG_AXON_GUIDANCE	0.26092138388631003	0.22789717945944207	0.25411698913046354	0.2424665886925113	0.244390577658868	0.21800071590712733	0.23824061267597	0.19611984752215375	0.24506863528411693	0.22801941729480216	0.2030354097834208	0.2215245741583591	0.25646035959474195	0.2536347063520676	0.22442682467319514	0.22235933089631982	0.23296802264286123	0.2514960378660745
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.17537049049288192	0.20106652233433775	0.19390172522369067	0.16827912233355188	0.1941511695303162	0.18436789446353083	0.20517619696800488	0.17737901374577214	0.18661596572974615	0.22185114431063638	0.2018449094693683	0.23282235519225095	0.20617904922569835	0.20185142295018468	0.18492532768002803	0.16623763901922523	0.2021744031245906	0.1738719487638178
KEGG_BASAL_CELL_CARCINOMA	0.1883607326945776	0.1878280421636925	0.1613627836883733	0.15155753248970527	0.10301485898921847	0.09982488191603678	0.09531489678428304	0.11112892004822396	0.1396217945245386	0.1220448062767688	0.07730956123109914	0.06704601205484514	0.15946672462653003	0.10928518483521908	0.10587378161259277	0.1425869974857854	0.1046570953172592	0.17857026428051403
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.13843694257748732	0.1487042725385988	0.09739013655472388	0.15371155689037605	0.15018893589301913	0.14899216465324902	0.13884809648896593	0.1366663568250874	0.1601447258171693	0.14613819993335647	0.15231236045975863	0.12938314213739158	0.13026454550370264	0.15230161659930364	0.15052336085115345	0.15795932903959556	0.11598200952519339	0.11385553735707338
KEGG_BASE_EXCISION_REPAIR	0.14062451885205643	0.17122035924127177	0.20198411583752507	0.1512799771466759	0.14952970273772184	0.11938216361978712	0.11000661916451167	0.11085976834247449	0.14405659718247937	0.0881215014214938	0.12445319010413175	0.08949028959912564	0.1126427470551552	0.10318234114916307	0.14121089842698564	0.13572727978827107	0.1237112327549401	0.18670328703752792
KEGG_BETA_ALANINE_METABOLISM	0.16043200088331433	0.11280681748548575	0.12704285913912194	0.11358815293928305	0.17118188947679303	0.13868939117087697	0.13328645508850495	0.13514097555612367	0.13338688695195045	0.1365798841651759	0.14606248515280876	0.14956018224823098	0.11495864593849976	0.11182990968041706	0.12539201601491862	0.12629503808437725	0.13166515817205246	0.12091595712065449
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.25201963012060197	0.21648978082552411	0.24632911364125745	0.20327559483263002	0.27599368386189577	0.23087397294440481	0.24442229383920547	0.24304863975550092	0.22984504278590664	0.20956559776570932	0.2652454675538914	0.23955661341609252	0.17217853306781458	0.22648031374219207	0.24687238906566034	0.20680100308663074	0.22770499012971257	0.23954572200106966
KEGG_BLADDER_CANCER	0.21757396672268173	0.21131230665341438	0.26815523121211904	0.22219175584759054	0.23549862885964998	0.21369424807304274	0.22711989040766264	0.19506484110607292	0.21530940585496972	0.2149626378734808	0.22144533440556488	0.22136610676789034	0.24216944959892983	0.21578837804600653	0.22494553051592536	0.20305400303230584	0.26992355244040944	0.24127892352910474
KEGG_BUTANOATE_METABOLISM	0.12479518002403744	0.10244903628277253	0.08093926811197695	0.08867159557520432	0.12861614423461298	0.0877659601058035	0.09431587365194853	0.09432863955486583	0.10925208450562128	0.0860911153110183	0.10772898708898276	0.07998156436710487	0.061895429940777104	0.09378953826545547	0.0851177375990535	0.09247820805728531	0.08401432165616408	0.05331999125354643
KEGG_CALCIUM_SIGNALING_PATHWAY	0.05849315991564247	0.0012561571550688986	0.03913627220110881	0.040419589176327056	0.03384955693152865	0.02599137168725633	0.025616391940870398	0.018759161811149536	0.019219547399676712	0.023569059419904562	0.02025003064693644	0.038046408897083966	0.033250715648733116	0.034192959135009846	0.004927771194365017	0.04502441553930668	0.038375405420046506	0.028717825884288683
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.1621210323482405	0.12552561402265042	0.09546075845437478	0.11812418067377682	0.11381329608967354	0.11565333595493933	0.10284653357317886	0.10046098279456263	0.07482293365316432	0.09704621483314914	0.09139446101979373	0.10812280967582723	0.07611156183742111	0.11440842961567617	0.09221425402241137	0.09505415447643945	0.09898088900625766	0.10538475179029458
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.08721187136584513	0.0873250992480068	0.09782128300694522	0.07392731209760514	0.058925593092661877	0.12194357470717086	0.12373273601320853	0.11251369251162611	0.0706384084577366	0.14436738023912107	0.12867526482871922	0.18241056389069454	0.09196605747800438	0.1310607847452891	0.06694959914827618	0.05959251971602281	0.08582167793056904	0.07994981057950509
KEGG_CELL_CYCLE	0.24537572042617806	0.22970526600640837	0.20808558442135727	0.24209436290300218	0.2394270265229088	0.17796135528465645	0.19766530710446562	0.19496437433213581	0.2267307561991367	0.17581493777047383	0.21604986757084257	0.19072897482087725	0.20038157406495838	0.2037011280030344	0.23459381482391686	0.20324284351362504	0.1809996480532585	0.22494926788627423
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.07223213777725206	0.08945936662237514	0.08814554157952269	0.07026710463734831	0.0730082369898978	0.08371394492031808	0.0870296679577817	0.07095497088510311	0.07706946561841142	0.10244946374642849	0.09117195655908415	0.1241958694691018	0.09607859380309905	0.08620585745691277	0.06646188050450527	0.06924210062496328	0.10118438490323202	0.06329762104612523
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.30283072095976415	0.31949855777521335	0.3266460566795527	0.29951768768126286	0.3169004126542624	0.3034591546981162	0.30822435630032785	0.29955054890641897	0.3161200679495379	0.31108955804851557	0.31262633418266017	0.34134729477386805	0.3225046583846773	0.30358034236704556	0.30993947898463603	0.2878237220186619	0.32220798479928797	0.31242203802276813
