pathway	logFC	P.Value	adj.P.Val	direction
KEGG_MELANOGENESIS	0.5349629002337805	2.385217943743948e-134	4.436505375363743e-132	up
KEGG_WNT_SIGNALING_PATHWAY	-0.46396629288259056	2.8699076729621417e-91	2.6690141358547918e-89	down
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.33444713889594685	8.910749362904591e-85	5.5246646050008464e-83	up
KEGG_PARKINSONS_DISEASE	0.3927922738601446	4.006639155844974e-84	1.8630872074679127e-82	up
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.3753509182400473	3.2707434649177755e-80	1.2167165689494127e-78	up
KEGG_ETHER_LIPID_METABOLISM	0.31377875720919585	3.9076950045407576e-78	1.2113854514076349e-76	up
KEGG_ECM_RECEPTOR_INTERACTION	0.37988457759489114	9.743219366944855e-78	2.5889125746453473e-76	up
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.3318194908175134	6.197236872026486e-77	1.440857572746158e-75	up
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.2739432019453336	1.974919960208477e-74	4.0815012510975193e-73	up
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.2803947577298037	2.5540694865206146e-72	4.750569244928344e-71	up
KEGG_OOCYTE_MEIOSIS	0.2566968772007319	3.924592808553283e-71	6.636129658099188e-70	up
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.25945591891465747	2.1839950873985607e-70	3.385192385467769e-69	up
KEGG_ABC_TRANSPORTERS	0.20140470857977003	4.425675819960726e-68	6.332120788559193e-67	up
KEGG_ASTHMA	0.24556453711044043	9.670465265640854e-67	1.2847903852922849e-65	up
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.24403793339820487	5.680760938089395e-66	6.835676681974214e-65	up
KEGG_PEROXISOME	0.2330332049982642	5.880151984493948e-66	6.835676681974214e-65	up
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.23433392327760272	1.1974005502253539e-65	1.3100970725995048e-64	up
KEGG_BASE_EXCISION_REPAIR	0.263898762866382	1.5710302681257917e-65	1.6233979437299847e-64	up
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.30227419754725565	1.7809336756290247e-65	1.743440335089466e-64	up
KEGG_DILATED_CARDIOMYOPATHY	0.26520551624101973	1.4620887041011271e-64	1.3597424948140484e-63	up
KEGG_VEGF_SIGNALING_PATHWAY	0.24473131633380563	1.3993801651020756e-63	1.2394510033761242e-62	up
KEGG_VIRAL_MYOCARDITIS	0.19193423550146452	3.1392676621834006e-63	2.6541081143914206e-62	up
KEGG_PROTEASOME	-0.28578154403023076	7.077078485002137e-62	5.723202600914772e-61	down
KEGG_TYPE_II_DIABETES_MELLITUS	0.2936456135669559	2.642699369463686e-61	2.0480920113343567e-60	up
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.2766695614867545	2.8136292456282717e-61	2.093340158747434e-60	up
KEGG_ADHERENS_JUNCTION	0.19715919007339233	1.0774508230334568e-60	7.707917426316268e-60	up
KEGG_GNRH_SIGNALING_PATHWAY	-0.24240688442572106	2.130316317999847e-60	1.4675512412887836e-59	down
KEGG_O_GLYCAN_BIOSYNTHESIS	0.25904963560986155	5.407321922016662e-60	3.59200670533964e-59	up
KEGG_PYRIMIDINE_METABOLISM	0.2102907770583888	1.342222562052116e-59	8.608737811782536e-59	up
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.3854660330498445	3.9302129729707383e-59	2.436732043241858e-58	up
KEGG_ALLOGRAFT_REJECTION	0.23739682076133745	1.0893795764183774e-58	6.536277458510264e-58	up
KEGG_NOTCH_SIGNALING_PATHWAY	0.20166771048700974	1.6343297104903225e-57	9.499541442224999e-57	up
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.19335653496934402	4.7286487911267785e-57	2.6652384095441846e-56	up
