pathway_description	BS_A14Z8BBK	BS_9PB3XH5D	BS_2SFTWNVE	BS_1TWCV047	BS_7FWZ518S	BS_J71N7D09	BS_VA5T4KAA	BS_Z45HD492	BS_BSV07M7Z	BS_A87NPZAP	BS_9NZ2D6AD	BS_9M5XJ10G	BS_GNV89A5P	BS_G00FHF3Q	BS_DFWFBYSN	BS_EFE4YEK3	BS_ERWT0ZWE	BS_3NWQXPQV	BS_3MYEMXPQ	BS_4W68NV3M	BS_4PH1MBGR	BS_4CP4T22V	BS_61E80SD6	BS_5PJCHF6V	BS_W9AT0MR7	BS_VMEX27TN	BS_VVFBW0YH	BS_TYAYZ9ZW	BS_TE0GVDNG	BS_ZXYDSBM9	BS_Z7PKVY9J	BS_KN92S7YQ	BS_K74PZET7	BS_KYF0Q0E7	BS_HTEPAKCM	BS_HKZENFDA	BS_HZE3KYZ1	BS_H4B5Y6S0	BS_HF3RNN2T	BS_HD4EJYE3	BS_J8G4SH4Z	BS_JFB984RG	BS_QRDT19KS	BS_QPPPGYP4	BS_NKRYMHEP	BS_NZ71XCG3
KEGG_ABC_TRANSPORTERS	-0.05470920100078958	-0.029852116584370182	-0.05709612379123367	-0.005656274761760768	-0.03390584624039329	0.05307983705219847	0.0016933012857322748	-0.0409449370685764	-0.06507764177051138	-0.008530979204677927	-0.04703548096253219	-0.004203341064453729	-0.07563200948213046	-0.053119989694397955	-0.053997865092349114	-0.07739986060759846	-0.06415601374530476	-0.06192190920108431	-0.06675539302575516	-0.010574332380942714	-0.06342154510692305	-0.05717253434825072	0.020984428234114436	-0.03499266696700879	-0.05354972239293151	-0.03971268433031457	-0.04267519218295903	-0.06294320059405606	-0.028491190235421536	-0.0708937825590282	-0.05386549596561005	-0.03223325161607311	-0.018808932155778713	-0.028250742789633406	-0.034267321606371005	-0.0737356957054999	-0.045757017099198376	-0.04768340616549833	-0.056583259026995666	-0.059690891575099034	-0.05082035450669563	-0.05917635326073875	-0.017035679653583234	-0.05698305952895927	-0.07355007036843467	-0.03289243426920558
KEGG_ACUTE_MYELOID_LEUKEMIA	0.19664660285545837	0.23064613886009475	0.19234657632585364	0.20424078548306204	0.2139579030448853	0.21064190458805268	0.1983085949841296	0.2036516953963152	0.2087388601279975	0.200716101003191	0.1972283482891908	0.1875449890917233	0.20217257189061097	0.21500443295512736	0.2015095111194195	0.19622745180737428	0.18555732159341964	0.21095828666575894	0.24069060459614947	0.19447177712561733	0.20965054861086324	0.22324403213611324	0.19113337133127073	0.2061132423905277	0.18436002618872555	0.2093529286200875	0.2191887435497998	0.19303571541359948	0.17403533190686019	0.18708918800318589	0.17475004048803286	0.2157423624889077	0.2164745679441065	0.18262011989905874	0.2041121550702182	0.173674095812174	0.2091852659293121	0.17609541593970082	0.20816982067366963	0.2132174262972502	0.21011052736041733	0.21003652721429855	0.1984915567591314	0.18780508942592092	0.20216587399175956	0.20986877964218853
KEGG_ADHERENS_JUNCTION	0.24839442376735535	0.26161287742748474	0.24157230593749437	0.23861200092459908	0.2634991422116318	0.24794643896157995	0.25217664109884413	0.23517314409900278	0.23121731974783633	0.2158919697868285	0.2178939489085614	0.25508307188862567	0.23387947344550203	0.25475643508640994	0.23723216274860676	0.24154764225512748	0.24867874446435215	0.24239359831514762	0.2596152342596756	0.24430387319530816	0.24198868288458497	0.25108623087660253	0.23476036279639043	0.24640440687704604	0.22782792997095927	0.2520805646826348	0.24431881313571333	0.22993662782182464	0.25521874792209204	0.22807651525354533	0.23829291273736944	0.2374395830556561	0.23133758016645925	0.24036350993683908	0.23361324761138652	0.21902517318979609	0.23944741130059233	0.22340078199624186	0.23227059438359826	0.24202506908712645	0.24236588731242817	0.24246546056500037	0.2324026534384556	0.2419530430115757	0.25173785162456996	0.2383673471332345
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.10068081992105826	0.11118133873162163	0.10053644512037518	0.11756007668113787	0.11712767447291281	0.12622313532430512	0.11792295916050205	0.09950147868883509	0.10079982859073505	0.12977442488403979	0.08177639867963828	0.12483599696566305	0.08661022733504647	0.08903411570062668	0.1106211399775853	0.07198067187602603	0.0994240876412489	0.09852649575710921	0.12423129394974389	0.09731713362266611	0.09800449482342664	0.10106692567950776	0.13551309691597785	0.10995058528145903	0.09964860588301601	0.0941678874643221	0.09011433636835645	0.07493220971500295	0.10794361838874277	0.09348610896982139	0.09254527254287093	0.12721852677242368	0.10199412239051017	0.08812353151372544	0.11235894882741936	0.10197391565516181	0.0944075517714166	0.10606849100385612	0.09506891304333805	0.10010689139122735	0.09500126526666544	0.08200062175522786	0.10408338971363551	0.10263072002309456	0.08865267791774832	0.11217758247979705
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.08370156335777097	0.06794923318853562	0.10541950638393799	0.0406329947211814	0.10386784215602186	0.11059983619820161	0.04502606733941071	0.04858166346181919	0.06556557655686648	0.0764205113710096	0.06368293035512679	0.06236847812253662	0.056202052346863395	0.04461424197711645	0.06399070597802817	0.06807986682817402	0.09813083511545775	0.03948234699949593	0.04278730585099037	0.05993199749580207	0.028835507920708874	0.06552900320897524	0.0801367338679288	0.057210233460166425	0.11667266702250323	0.06133477148439337	0.058056285156031735	0.038359644073509745	0.0847564606503458	0.10834209510279379	0.12330037739328029	0.0667520442093097	0.06593311063732517	0.07923624069820603	0.06001994092877491	0.109122537705791	0.061876627854408964	0.10217941575315906	0.07840553795520798	0.06700900186777989	0.048553736195944656	0.0764212834830891	0.05096417239628765	0.0860896566216742	0.05878661203720094	0.06305413158772427
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.12902104628612485	0.11495418061205723	0.14747825005365134	0.099354431363888	0.15356428333044297	0.1483477710371596	0.11654953127306648	0.09681225118451967	0.11083404714089543	0.11346003201827957	0.0760389852115086	0.12859122966286007	0.11597019456152795	0.1414026682303515	0.14358777997820074	0.07777815496708221	0.13731126945174674	0.12705736818515165	0.12091357437416085	0.11336581870651195	0.11582337019473267	0.12389790813921753	0.12984350758129434	0.12640126808954452	0.11973920271521511	0.11296072322803609	0.08984118101419414	0.06005052858126434	0.12029926067950439	0.1268093996969526	0.0929848440158126	0.14006087572116244	0.09529800770118016	0.09374510278153918	0.1466678071705949	0.08282516746028377	0.10807128651586158	0.09432308122403435	0.11522726163597505	0.12529990219620535	0.11399037324398731	0.08424557681168716	0.09890022017890455	0.13874597283700255	0.11220636916705447	0.12319083067845017
KEGG_ALLOGRAFT_REJECTION	-0.10697619433111898	-0.03762677283236729	-0.07375597819221641	-0.11324517971257402	0.021434553290524152	-0.1383434181820742	-0.09485819814921966	-0.11591694696890203	-0.14542535653069116	-0.09980364617350396	-0.13912254392433307	-0.07389939689497897	-0.11034961156493961	-0.043598970836239904	-0.08119291390832514	-0.13840386547498187	-0.06483658794782689	-0.10372493113456427	-0.020623963522544565	-0.10563816496241323	-0.1135559879520332	-0.16454221432020674	-0.0715043930335075	-0.06744878277609231	-0.13997077769746918	-0.05301225068949227	-0.06987029455895295	-0.052280771749861385	-0.09326494758585807	-0.12817709334603808	-0.12609898551455936	-0.0485237536112159	-0.14478693359735148	-0.13677633653666216	-0.07398293042254425	-0.12149987667290364	-0.07286468351586968	-0.10853950504125831	-0.08648651552696919	-0.07361388604407787	-0.15183918427910595	-0.15033412345334302	-0.07605662245239776	-0.08255416968328562	-0.14032869126354375	-0.11306002241195307
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.1258112755385691	-0.11997237648071817	-0.08840488887772419	-0.11198285405160512	-0.11829696334354066	-0.0653338376817144	-0.07103093865256219	-0.10799604206138218	-0.09060373978852686	-0.06613072874643362	-0.1335274161533425	-0.09829620536417238	-0.0806364259373359	-0.08788719669352554	-0.09713210385031604	-0.10921656640712848	-0.09529250540168765	-0.0720579517104372	-0.12358487744113861	-0.0802670675432001	-0.08504005814312814	-0.09168476226697156	-0.0955855595023419	-0.08503613045067641	-0.10699694670829428	-0.10330701319543559	-0.10185659410539313	-0.10059943639124352	-0.12828400048014882	-0.10209104585714626	-0.11312042525375031	-0.07874114344261479	-0.10940090179445544	-0.08941716197808185	-0.08655192910067092	-0.10880021498992591	-0.10630509141365678	-0.10186140424471063	-0.10648467120726456	-0.10011340609153	-0.097032594293879	-0.10367805820469715	-0.07186178758165385	-0.08027537165748129	-0.09752184489500122	-0.0897934878484895
KEGG_ALZHEIMERS_DISEASE	0.3013842581291267	0.2990681652654878	0.3056953431205474	0.28475625231441465	0.3168145141522044	0.27516792966082476	0.2999242583133364	0.302795478699693	0.2964151174806145	0.2757303978077049	0.2983310767167503	0.2896045980406928	0.28165559206181917	0.2903776837364482	0.29417189408670436	0.2939207661483322	0.286381589961295	0.27621737764621473	0.294005569152146	0.26616771742502887	0.2847711334677448	0.2690007652994518	0.3004973771854082	0.28435510365981026	0.30904457755094794	0.2918133352917194	0.28880167149195024	0.2923888615460026	0.2965332209284905	0.3072880695976404	0.3027903494197198	0.28083271567259344	0.29581240709913237	0.2968638806895131	0.28873339266988085	0.30769120213381473	0.29301873892426944	0.2985862512315627	0.287784166347427	0.2972474821169208	0.2873456258667507	0.2968201275373772	0.2845228848867711	0.2898890079105394	0.2865436576724711	0.2896952818351566
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.11331247208299022	0.16028629707927516	0.12028547181288146	0.1589731905432989	0.14793743877932927	0.12767119533277388	0.16636495868938514	0.15690674417013661	0.13655735295378071	0.1368173888795803	0.14423175824442858	0.15721991932364643	0.1408430162308889	0.12501926146721454	0.11765983407228303	0.15900993559347865	0.14819841593186753	0.11590087302770814	0.11346440223193031	0.1414191299246439	0.12377266483524174	0.12637717127184792	0.12339802382074216	0.13419237279106022	0.13924187530371	0.1312544406382636	0.1318316167256148	0.1276116381516324	0.14548689217884672	0.1384557884193984	0.12530099916681775	0.16459695197678811	0.13262715420001456	0.15273464630329125	0.12325584613178008	0.1466501718000592	0.13202029538490115	0.13998365935568977	0.13599359723897722	0.1392404598612591	0.12214533267217391	0.15643391069194604	0.12938446860895134	0.13183385327849353	0.13683377566072724	0.1180903990679657
