pathway	logFC	P.Value	adj.P.Val	direction
KEGG_PYRUVATE_METABOLISM	0.18214652701720094	9.184920061371244e-28	1.7083951314150514e-25	up
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.1557860932013306	2.613337999669874e-26	2.4304043396929832e-24	up
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.07058470879658216	2.8981095623236966e-21	1.796827928640692e-19	down
KEGG_OOCYTE_MEIOSIS	0.050881603060986554	6.028480750811726e-20	2.803243549127453e-18	up
KEGG_N_GLYCAN_BIOSYNTHESIS	-0.10147047439702896	1.9440448160341817e-19	7.231846715647157e-18	down
KEGG_ENDOCYTOSIS	-0.08039654691144699	4.073943563311986e-18	1.2629225046267157e-16	down
KEGG_TIGHT_JUNCTION	-0.06767617635630276	8.906310709143702e-17	2.3197176579068737e-15	down
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.10439334116904804	9.977280249061822e-17	2.3197176579068737e-15	up
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-0.09530795620632315	1.2946941474763474e-15	2.6757012381177847e-14	down
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.0677130066631411	3.465437090105413e-15	6.445712987596068e-14	up
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.08463402793908818	1.729114181461922e-14	2.923774888653795e-13	down
KEGG_SMALL_CELL_LUNG_CANCER	-0.08656251788370302	6.039432269866304e-14	9.36112001829277e-13	down
KEGG_PROPANOATE_METABOLISM	0.09436626121157218	9.62152543579054e-14	1.3766182546592619e-12	up
KEGG_DILATED_CARDIOMYOPATHY	0.04937567758400248	1.6796201546551265e-13	2.2314953483275253e-12	up
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	-0.061343938878540095	8.146926175186974e-13	1.0102188457231847e-11	down
KEGG_PEROXISOME	0.04285395760326273	2.641068358143985e-12	3.0702419663423824e-11	up
KEGG_ASTHMA	0.037622356855154554	5.327890425697392e-12	5.829338936351265e-11	up
KEGG_LINOLEIC_ACID_METABOLISM	-0.07556663553653728	1.0303006991979726e-11	1.0646440558379051e-10	down
KEGG_ERBB_SIGNALING_PATHWAY	0.04225887780534595	5.88985261372321e-11	5.765855716592194e-10	up
KEGG_VIBRIO_CHOLERAE_INFECTION	-0.06367029064829927	6.30514017514473e-11	5.863780362884599e-10	down
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.062041417902615616	1.1689854115453761e-10	1.0353870787973333e-9	down
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.0631512938767072	2.042119619110245e-10	1.7265193143386618e-9	up
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.043636877146987	3.5958592440673546e-10	2.8228537906435392e-9	up
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.10016112169408246	3.6423919879271473e-10	2.8228537906435392e-9	down
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.037278916854754596	5.746866182634773e-10	4.2756684398802715e-9	up
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.05544330953713187	6.355583441155837e-10	4.546686615596099e-9	down
KEGG_STEROID_HORMONE_BIOSYNTHESIS	-0.0510439073874564	1.122447027460388e-9	7.732412855838229e-9	down
KEGG_BASE_EXCISION_REPAIR	-0.03810968737318048	2.663788397405617e-9	1.7695165782765884e-8	down
KEGG_MAPK_SIGNALING_PATHWAY	0.034435938514648406	3.263599325469357e-9	2.093205084611381e-8	up
KEGG_PRION_DISEASES	-0.05119181427620145	3.9540367962723994e-9	2.4515028136888876e-8	down
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.03441005274095061	5.661420493641996e-9	3.396852296185198e-8	up
KEGG_BUTANOATE_METABOLISM	0.07281168106279776	5.939334298888196e-9	3.452238061228764e-8	up
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.027097155664004304	1.0778303528843344e-8	6.075043807166249e-8	up
KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.07179041891448007	1.872640332694311e-8	1.0244444172974759e-7	down
KEGG_APOPTOSIS	-0.05662532840798463	3.122234329979934e-8	1.6592445296464791e-7	down
KEGG_CALCIUM_SIGNALING_PATHWAY	-0.05177690274366016	3.4367898629441354e-8	1.7756747625211366e-7	down
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.026181375013616462	4.001854586789907e-8	2.0117431166024939e-7	down
KEGG_PATHWAYS_IN_CANCER	-0.056006884628276354	6.059906192820394e-8	2.966164610169982e-7	down
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.04727770838654663	1.108958665865216e-7	5.288879791049492e-7	up
KEGG_OTHER_GLYCAN_DEGRADATION	0.03594445976384118	2.425213445389112e-7	1.127724252105937e-6	up
KEGG_TASTE_TRANSDUCTION	0.045383188287563624	2.700700466742496e-7	1.2251958214978152e-6	up
KEGG_ABC_TRANSPORTERS	0.01965166941824327	3.1302582360204257e-7	1.3862572188090458e-6	up
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.03306596199608623	4.138680493371872e-7	1.7902199343422514e-6	up
KEGG_TRYPTOPHAN_METABOLISM	-0.04867744669495753	4.6032631100114784e-7	1.945924860141216e-6	down
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-0.06772718798332833	9.520423469752999e-7	3.9351083674979065e-6	down
KEGG_VEGF_SIGNALING_PATHWAY	0.030154132604698937	1.74524190214712e-6	7.056847691290529e-6	up
KEGG_DORSO_VENTRAL_AXIS_FORMATION	-0.04992458062227017	2.0464053149442524e-6	8.09854018254534e-6	down
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-0.05372814218124596	2.1373096438784958e-6	8.28207487002917e-6	down
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.032280017522164486	2.4546316241438695e-6	9.317581267158362e-6	down
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	-0.04514552697358963	2.6356574047226738e-6	9.793135950039874e-6	down
KEGG_VIRAL_MYOCARDITIS	0.02361429196546587	2.685214695978675e-6	9.793135950039874e-6	up
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.0344674254399765	3.1319849961286593e-6	1.1202869409229436e-5	down
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	-0.030880154691472053	3.2388096172498847e-6	1.1366388468084502e-5	down
KEGG_TYPE_II_DIABETES_MELLITUS	-0.042362182131106485	3.4440385794029334e-6	1.1862799551276772e-5	down
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.03206941407231291	5.1836309260249e-6	1.7530097313466025e-5	up
KEGG_THYROID_CANCER	-0.041841520665913595	6.926054704237899e-6	2.3004395981933023e-5	down
KEGG_MISMATCH_REPAIR	0.0266515810841035	7.179738387431047e-6	2.3428620001090785e-5	up
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-0.039959072301563286	1.1844293365515146e-5	3.798342355147961e-5	down
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	-0.04716644040289964	1.2131756642325222e-5	3.824587687241511e-5	down
KEGG_ALLOGRAFT_REJECTION	0.03230323437654021	2.33957588606004e-5	7.237836026840191e-5	up
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.025225130538256025	2.3736989120282348e-5	7.237836026840191e-5	up
