pathway_description	BS_B1C6GZ84	BS_W4DB5RP1	BS_EZ3147MX	BS_GW0GKWMS	BS_2A5R9MEJ	BS_5965SFPZ	BS_9FX3YREK	BS_XG0DBWVT	BS_MDBT7S5Z	BS_MB7WN0ZB	BS_3MS8WVNR	BS_52MPKTJH	BS_PQVTB6BB	BS_TXZ7KHTQ	BS_TGS109T3	BS_YEW22W35	BS_JVW2JJ39	BS_052PZFMK	BS_5P1TN10Z	BS_B4R7X1KE	BS_T9A8JJW5	BS_RJC3WDD6	BS_WBVSK3MP	BS_FKASA3MN	BS_JJVH7WR0	BS_AWH9757B	BS_FEV5A0HN	BS_FX2P2WEG	BS_DS438CXE	BS_45J79YTF	BS_X4X1SFSE	BS_V3Z3DB4N	BS_TVH33J9Q	BS_SY3J3XR9	BS_WQ1YRTAT	BS_MG78HQDM	BS_G5NHSFD4	BS_F9Y4Z92G	BS_D6J2BGDJ	BS_MD0937XT	BS_M0XGZ53Z	BS_JTWNJ8T7	BS_JQXHHK0K	BS_M0QYNVK8	BS_8PNA0V6R
KEGG_ABC_TRANSPORTERS	-0.007980616733304132	0.02772002028059792	0.029986147076488945	0.020831964128559803	0.02290546161546005	0.039253043612006724	0.03539511183212119	0.04733869456926957	0.008709928160151132	0.007651926567115211	0.048213212735794105	0.060558893027163344	0.008757424296412568	0.061259062114715365	0.01578056301071577	0.04770685984772847	-0.016829526526192445	0.045593338000490126	0.026907860521259125	0.02601750336630286	0.06102671347786267	0.08201944041919722	0.05620768886110041	0.04320328405549938	0.06985042918286376	-0.019331362098700317	-0.02993381330756324	0.05355382938771824	0.05442430153658133	-0.01812279208675748	0.05022480634300455	0.01453141866494406	-0.001449866254190237	0.07045111176665089	0.04215485012800278	-0.024784848037439862	0.015814545483179	0.014007144538400245	0.08029801204929292	0.05210559347321526	0.029858917778070815	0.05040439500941247	0.056003935921076886	-0.014602790704002114	0.04821969394816752
KEGG_ACUTE_MYELOID_LEUKEMIA	0.26872272281206744	0.2845980209953066	0.269229048787165	0.2632033763128674	0.26093735118446526	0.2601445148597031	0.25263503025062684	0.2753738315465496	0.2453120861125516	0.24408850340851718	0.24766716999772703	0.2552600639241828	0.2644436288669574	0.22956956226491823	0.2863465329652996	0.260976361826092	0.24890940268342146	0.2016668051914142	0.23186936355095494	0.23833423412045998	0.238651888334688	0.22416702071828976	0.2100141199072368	0.21061869993194252	0.21852422911849873	0.2369273569621977	0.22961408874363656	0.2704239213606501	0.28284272657624265	0.2533761750484846	0.2125879726293774	0.246103932237224	0.22808425135074187	0.24097633506881425	0.24202238463352127	0.20756907241868883	0.2533480151250275	0.22848279609610875	0.2513745716351093	0.22234907261789724	0.24003138339084884	0.22306108658093707	0.20861140029449995	0.2591571159489648	0.2724673761479646
KEGG_ADHERENS_JUNCTION	0.34654031886503495	0.3437047524948522	0.31519756668992227	0.3372935121001569	0.3305244692211911	0.33433655077148006	0.3411810249272156	0.3457611024940301	0.345190939854255	0.33440641646740554	0.34385087076318094	0.2822425028888395	0.3294295057428413	0.32966271059567503	0.328056236696717	0.3219146428642672	0.2942827300676185	0.3155987468903865	0.3207087304661254	0.3288880903232937	0.3446833678927038	0.3123570487328157	0.31293677434494865	0.31830310060624084	0.3153322971061304	0.33510098296492946	0.2970990354223392	0.319204232749141	0.3439984566713303	0.3222261621541745	0.3293210417578081	0.32908769602203386	0.3232222644621658	0.3321308133477725	0.2705461352972527	0.30297200946182323	0.31663850289815426	0.3384832606548353	0.3351690168856126	0.3243702406777668	0.3172564347582909	0.3041886372282755	0.331805082545001	0.31940583593572713	0.34312615322386997
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.12154791635606219	0.1794147960420522	0.14070792647105687	0.16286979048965572	0.15338991761584758	0.16209535440482548	0.15974269658769957	0.15310318057735556	0.14209325741759712	0.1443330233326535	0.13745964344391062	0.16011307922150167	0.1319240424161701	0.16016970403698955	0.15252042838833516	0.16756220706111985	0.13008598751568132	0.13231919657745528	0.1460021510728868	0.16335346227393632	0.15500235638602802	0.14428697677996966	0.1383842416271377	0.12663224662786754	0.13279553330284724	0.13836130390034324	0.13847294205030217	0.15766260002472146	0.1322331924811373	0.12470425823800402	0.16273446931440844	0.1680746538642212	0.1334825588536492	0.1521520170414564	0.14089351027732852	0.10934436837117764	0.14114327493121975	0.1628385258051893	0.15996829161205195	0.15129685281945068	0.13879995205633924	0.16281211316844776	0.14155805926202802	0.15346556186219834	0.1812680544629839
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.11822580275778506	0.10626820976035915	0.1459790698516279	0.12146891620514984	0.12934350794217334	0.12164513557529859	0.1227519136209379	0.12732057327423776	0.09694195164569075	0.11597090357915105	0.14659666283087072	0.13119647318113764	0.0917638120434266	0.19022583514987407	0.10420165169227226	0.10769929424127518	0.10708869294363187	0.09942967335342809	0.13618770118387988	0.16118791848924133	0.12670559244970353	0.11607394189751734	0.09582957582513833	0.09881366711991875	0.13170954503293825	0.17072771538191223	0.16524485725919663	0.10312220861089462	0.09126702489648267	0.12137365397139104	0.18725012957541515	0.11736127986134705	0.09316829648597402	0.13694557845720084	0.06614114886867209	0.11162646996864878	0.12181516365495587	0.1702261030964549	0.12425357783112982	0.11143210423290703	0.11260838274473316	0.12255683833242927	0.16541630988763628	0.09188943325169009	0.1531427097810212
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.16145299723337814	0.16037732999970525	0.15135697970371487	0.18365070531471947	0.16302108293819462	0.15968307164971654	0.1633974537682182	0.1465300377196683	0.16642288963219223	0.15458162861789043	0.17965815430682433	0.21289693510844565	0.1534085365710401	0.14465409425772782	0.14537910085035774	0.1842263949632889	0.09406507126258468	0.12159855074788273	0.14796897507184414	0.16430371225698165	0.13688910940258592	0.17432808057686044	0.1215297570986045	0.13701835446058996	0.15092009602043818	0.20323643438491137	0.21302319210090948	0.1751666796451279	0.13009877961589014	0.1669454615361561	0.19856169937781254	0.1907994904046767	0.1558733792741695	0.16468423582438402	0.17502621490435213	0.16146871869948096	0.18377819765136477	0.22053113558008836	0.1402056940667811	0.11200730082825643	0.14222061008098014	0.18960849431543092	0.17620723665362503	0.1526313438872367	0.17223014497034092
KEGG_ALLOGRAFT_REJECTION	-0.04258200687052288	-0.01936139545066044	0.004275137072530074	0.04469507300159598	-0.013309111613401741	-0.04099141122062926	-0.1018402784493669	-0.014239774277872385	-0.05497484453406248	0.07278925101633145	-0.08350034800826463	-0.02125031105481659	-0.06532399425252129	-0.03316991010322976	0.00986008671193727	-0.05440099549045259	-0.09850164390501033	-0.07065656397510856	-0.10484931821549973	-0.03137287022094857	-0.01370745655438976	-0.13283978213423067	-0.14210020467405177	-0.15042526194385752	-0.1052896205093238	-0.09524682931156346	-0.152806828511391	0.12287588042126314	-0.18364487200795993	-0.10855002242500099	-0.012910197101676542	-0.06574982118711202	-0.03321511769826778	-0.06776212359369928	-0.15269124750704918	-0.2122977059395753	-0.05120794487146639	-0.0863751256452386	-0.00854972318557418	-0.13972849052585157	-0.12950881823500635	-0.15150612109671704	-0.09472264118651536	-0.1220923757573008	0.06697483068335258
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.13504161439148046	-0.1165740702359398	-0.1300493258156892	-0.07889325088466922	-0.08583615535455956	-0.098800105438866	-0.07742333814119065	-0.09906353169267415	-0.11064222537309386	-0.10528218142366935	-0.11638952186018874	-0.08386177382670904	-0.10054644241582704	-0.05433486279714104	-0.12006857026851368	-0.10477113921145265	-0.1344739666415762	-0.12953232581977073	-0.11176158007747908	-0.09132478527970642	-0.08512915172077548	-0.10745166233985376	-0.10302900127309012	-0.1110534856802586	-0.1259540447502614	-0.12198047686360722	-0.13955240541015698	-0.11003325623581746	-0.13528165591175786	-0.07597189231799889	-0.10052131612817478	-0.11673456157744795	-0.12468452197246067	-0.06398369944238683	-0.11713593110293456	-0.13316515014963407	-0.11459922098293436	-0.13156000329048467	-0.09179200083969508	-0.10079248826805726	-0.11155374126982144	-0.11644958379447079	-0.11988447159733782	-0.104250373157147	-0.10518335286345533
KEGG_ALZHEIMERS_DISEASE	0.2133045963665872	0.16760537486414084	0.23556715112467486	0.23881112712364297	0.23285288330304296	0.25276578244823694	0.2146631562121222	0.23089796665806125	0.24514690486242735	0.22479822624143198	0.24543379447881264	0.26192932288366955	0.23758139449262375	0.2561222030197552	0.24665134435169594	0.23127556218048922	0.2174069761506268	0.21873658006077745	0.20019588320384932	0.23339850520185912	0.1890620674009189	0.19685761086706277	0.15626851521343083	0.1547560818871834	0.1755428036470027	0.2531240259930529	0.24407022268039294	0.22974532210871823	0.2488105639861442	0.2339359966279078	0.24680632223816873	0.22702470601209088	0.19651227153831677	0.20018580486385076	0.18933416440316642	0.17514878153251065	0.18519599956739063	0.2607721126071056	0.1821238633085112	0.17462433793492818	0.1611573742407048	0.1953228805067583	0.23689501157598086	0.2188435399415508	0.24259324637286778
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.1080886987696194	0.0937752381599645	0.1405896663169313	0.13431469213209554	0.10643578258720954	0.1165571184920943	0.09767404012155773	0.1362400282701792	0.09476473373596363	0.13358014373279106	0.10131514304124412	0.11053821309987599	0.11149581162637588	0.12710673552662496	0.10729537041982525	0.10711120635277167	0.16841453421706998	0.13349378620736752	0.1036930070441446	0.12016070895630514	0.14527486910666737	0.09478702678158497	0.1296671305047038	0.10833947200269144	0.12478902844846679	0.10321506781190115	0.09446647480105246	0.14032482263429477	0.1300325051711072	0.11614628006374936	0.1036111667484434	0.10383895251431961	0.14179781474262945	0.1260920647781448	0.09344793096957098	0.12736448838254252	0.09581029120867599	0.09327832622330644	0.13535953416447952	0.12322086551819438	0.14035429329332838	0.10801225326623026	0.11327984907356038	0.12208746984154005	0.12411903889428955
