pathway	logFC	P.Value	adj.P.Val	direction
KEGG_RIBOFLAVIN_METABOLISM	-0.10131002890124197	1.2374530411926644e-23	2.3016626566183557e-21	down
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.08345097432366486	1.5165886511105148e-19	1.4104274455327787e-17	down
KEGG_O_GLYCAN_BIOSYNTHESIS	-0.07725466062947253	3.67657247679771e-19	1.9983565291970812e-17	down
KEGG_N_GLYCAN_BIOSYNTHESIS	-0.09724802140357261	4.2975409230044757e-19	1.9983565291970812e-17	down
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.06647569059231623	2.5934547949252517e-18	9.647651837121937e-17	down
KEGG_FATTY_ACID_METABOLISM	-0.07813362668999752	1.5476735322771514e-17	4.797787950059169e-16	down
KEGG_PYRUVATE_METABOLISM	0.12554248804583207	9.03538339588851e-17	2.4008304451932326e-15	up
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.0691661591889755	1.723399492393198e-16	4.006903819814185e-15	up
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.06528393720471437	7.736726162451927e-16	1.5989234069067318e-14	down
KEGG_ENDOCYTOSIS	-0.08320859748128924	1.5208807551979205e-15	2.8288382046681323e-14	down
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.12076717833138623	6.10456758647582e-15	1.0322268828040933e-13	up
KEGG_PURINE_METABOLISM	-0.12363620884149801	1.0867771154960158e-14	1.6845045290188246e-13	down
KEGG_INSULIN_SIGNALING_PATHWAY	-0.08457450131421296	5.6550266535333044e-14	8.091038135055344e-13	down
KEGG_HISTIDINE_METABOLISM	-0.0667148283403309	1.1286311418554383e-13	1.4994670884650823e-12	down
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	-0.05434823543669177	7.241929615517823e-12	8.979992723242101e-11	down
KEGG_PATHWAYS_IN_CANCER	-0.07819504565596835	2.7728345173751047e-11	3.2234201264485594e-10	down
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	-0.09175953781895324	5.534829941132433e-11	6.055755112062545e-10	down
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-0.07686390180687785	1.1607665789326086e-10	1.1290999997057728e-9	down
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.05914048880108338	1.2096787183934618e-10	1.1290999997057728e-9	down
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.05478871650442444	1.214086021189003e-10	1.1290999997057728e-9	up
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.0824998367758089	1.404577804561065e-10	1.2440546268969434e-9	up
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.045114104692284454	2.4363537545978945e-10	2.0598263561600384e-9	down
KEGG_ADHERENS_JUNCTION	-0.03329246778733	1.5076927129285751e-9	1.2192645417596304e-8	down
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.04902712069096729	1.5807309814923782e-9	1.225066510656593e-8	down
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.05484420154738004	1.859575355906967e-9	1.3835240647947835e-8	up
KEGG_RNA_DEGRADATION	-0.049507742026873205	4.498604613937514e-9	3.218232531509145e-8	down
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.04620185507671609	4.966316368448289e-9	3.421240164931044e-8	down
KEGG_ECM_RECEPTOR_INTERACTION	0.04594673445107874	8.0067142615792e-9	5.318745902334754e-8	up
