pathway_description	BS_B1C6GZ84	BS_W4DB5RP1	BS_EZ3147MX	BS_GW0GKWMS	BS_2A5R9MEJ	BS_5965SFPZ	BS_9FX3YREK	BS_XG0DBWVT	BS_MDBT7S5Z	BS_MB7WN0ZB	BS_3MS8WVNR	BS_52MPKTJH	BS_PQVTB6BB	BS_TXZ7KHTQ	BS_TGS109T3	BS_YEW22W35	BS_JVW2JJ39	BS_052PZFMK	BS_5P1TN10Z	BS_B4R7X1KE	BS_T9A8JJW5	BS_RJC3WDD6	BS_WBVSK3MP	BS_FKASA3MN	BS_JJVH7WR0	BS_AWH9757B	BS_FEV5A0HN	BS_FX2P2WEG	BS_DS438CXE	BS_45J79YTF	BS_X4X1SFSE	BS_V3Z3DB4N	BS_TVH33J9Q	BS_SY3J3XR9	BS_WQ1YRTAT	BS_MG78HQDM	BS_G5NHSFD4	BS_F9Y4Z92G	BS_D6J2BGDJ	BS_MD0937XT	BS_M0XGZ53Z	BS_JTWNJ8T7	BS_JQXHHK0K	BS_M0QYNVK8	BS_8PNA0V6R
KEGG_ABC_TRANSPORTERS	-0.05791261497998549	-0.012011572402711954	-0.014054434193804212	-0.03368513566279559	-0.02532042393269754	-0.014440185636987247	-0.015235866181264166	-0.0018781944303947725	-0.034674510747985055	-0.04914885917751456	-0.012146425171815215	0.016365344887335723	-0.0488506865999682	0.002531623867993889	-0.03974224718775755	-0.0026160349260310536	-0.060123087996275304	-0.020359325745469732	-0.023085512073889928	-0.014354421761548358	0.008921665685030623	0.03667255874694956	0.01334688171026186	-0.01215340384162222	0.021441107528564225	-0.06961328487449796	-0.08151233754267156	0.01810229561358102	0.003648140608224629	-0.06799259600317209	-0.011319346200382177	-0.03618015549122858	-0.0470679194257456	0.018534928537686967	0.00953711210557517	-0.06376015895572561	-0.026152827804439425	-0.04849371217686283	0.048351826721661564	-0.012667939028976425	-0.013265176958179468	0.013636756807498217	0.005890340991786496	-0.0680142445545143	-0.004561575968229253
KEGG_ACUTE_MYELOID_LEUKEMIA	0.24305935429202796	0.2700672447793331	0.23345111643831506	0.24167695976604112	0.23537049281182182	0.23226085943813493	0.22960059173783687	0.24779045868997088	0.21802773437892084	0.21862881787269478	0.22348767359025423	0.23228331432552854	0.23619864689630063	0.20563233536689945	0.2600156082036093	0.23704184452404933	0.22316789834849773	0.18321537320531095	0.20822764897610924	0.2108937140354279	0.21542070575635391	0.2055243109288756	0.18539106644056771	0.19190092400651138	0.19339277707017397	0.20873964857631377	0.2062495697534555	0.25019843549678894	0.25118214189001936	0.22854538011874811	0.1890862626286614	0.2201344127731075	0.20755720936107314	0.22616851417194117	0.22894292589739285	0.1890761992799908	0.2296972074617508	0.1988362446800701	0.22954138334572627	0.19586116972068437	0.21635959525200935	0.2096617427048051	0.19042424966514976	0.23210714449299785	0.24595338898206956
KEGG_ADHERENS_JUNCTION	0.29638412095705613	0.30630564978362934	0.24909065718738746	0.29067319881766035	0.28334267854652717	0.2818391459863961	0.2987285123930145	0.2930506678883588	0.2891858304422793	0.2858793702669779	0.2944145065748109	0.2328359600979334	0.27828325128600456	0.2744318662853086	0.2782491972107629	0.2726267110725511	0.2511858728679974	0.2605282650197107	0.27458568344927464	0.2830502841306787	0.3041532590190327	0.2668720421858529	0.2719673617146802	0.2758704457942643	0.2735481617850095	0.28400921929572487	0.252509360114396	0.27160063214471686	0.2984351660369135	0.27271752695553664	0.28733824005214836	0.28234030446892067	0.28478415611305646	0.2917662326518499	0.2372351928862181	0.26408180124320707	0.2718451890853013	0.2954446664598562	0.29391351731964466	0.28583213996926443	0.2834489458350401	0.268375816009694	0.2824344408108199	0.2725187226368948	0.29120401272384205
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.09769629589338157	0.15385513661641878	0.10793824571495783	0.13188314835125592	0.1263646292569427	0.12661106776087902	0.12966296166390506	0.12969044217976894	0.11559026539626308	0.10291632112433728	0.11059304346434866	0.1374161195581999	0.1064224383664735	0.1267518118059201	0.12133068343030558	0.14730278288906123	0.11301781248463232	0.10488531587659307	0.12499609695368892	0.1304679878682929	0.13291395807625053	0.12355642843630193	0.1259423142701467	0.10028312919356785	0.10564645622407232	0.11383941750547366	0.1138663906312564	0.1359985427376306	0.11324974065636115	0.10185958544839593	0.1294970064205806	0.1468190681600677	0.10297800937772013	0.12011265426432827	0.11438975425909004	0.08335403873633439	0.12203624028962153	0.14253463903029048	0.1294258589057426	0.1203008698235342	0.11711227433040344	0.14386709837157016	0.11767302257627221	0.12510332898968402	0.1570934862236324
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.10716248689958123	0.10610681676591167	0.13672176780998194	0.10463092368865397	0.11315186715616009	0.11570302559011576	0.10699898664361097	0.11068436832003223	0.08657416909076554	0.09886310449847643	0.1301802408285326	0.1222765948110457	0.08189399580934477	0.17702900427338839	0.08916210712155448	0.0991858802969003	0.0981758994055138	0.08288081900647735	0.13122922390817648	0.16387617137394997	0.10775629716197235	0.10537456667309865	0.06759849969562742	0.08349054287223437	0.10911472101352612	0.16069511244978865	0.15636260830076065	0.09070396040616939	0.07449678221051843	0.10419280682037675	0.1731061126974263	0.1006808436414828	0.07636922800017673	0.10820626388002015	0.05687771861789101	0.08434304693703824	0.1055039491505694	0.15677590286433468	0.09926630113571504	0.09254785100624309	0.08842517649402247	0.11174550212634406	0.1399500615508081	0.0774674699995418	0.1330628492982622
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.10660785963533463	0.11920180161951896	0.08402123569270092	0.1301775005207632	0.11884277930699275	0.10088833196774842	0.11361242774469735	0.10193688789587746	0.11255793942600015	0.09830025186578326	0.12779420737029576	0.16492280780512025	0.10185326883337277	0.08486611934133334	0.09938639936346293	0.1350879747090621	0.04208887692781643	0.05510426294718551	0.09820748546288098	0.11376353130350993	0.08019915231408022	0.12099680763016443	0.07190596538836948	0.08309015791990579	0.09205208872550963	0.15212236736170512	0.16105406240606193	0.11903418118917482	0.08301438128690675	0.11778005687987134	0.14355958350793843	0.1317647849918392	0.1047532560150418	0.12354279019926222	0.13585840342522157	0.11487334573913835	0.132472058372305	0.16513094480541696	0.08879169534830747	0.0623734261182472	0.10487364423680973	0.15135239378339285	0.12145374849146226	0.1082655517585305	0.11528772364333455
KEGG_ALLOGRAFT_REJECTION	0.018137784363620978	0.048613705005342504	0.06455376634970796	0.09650714516274778	0.04708102540237641	0.019736526192247122	-0.03188635174012256	0.035854599609534	0.0094745951859745	0.1208775499031832	-0.02352293563832686	0.028693561627093172	-0.006678962151423038	0.022196270529760306	0.06167072752776634	-0.0026715037541824396	-0.04704673240091353	-0.014557118004889204	-0.058235573009975304	0.01983673835420872	0.04489248461446196	-0.07747500600254562	-0.0921084819900392	-0.09498890451540443	-0.053231298434102174	-0.03309610669533961	-0.09590393031149592	0.14528774099528152	-0.15114432750891713	-0.053462172233807136	0.05477222678564878	-0.0011547062560545625	0.027732444513178738	-0.005155026865572907	-0.09346952549448485	-0.15342174044233375	0.013757656196571164	-0.02151134600723759	0.05327476480080791	-0.07817389823078932	-0.09244403852621196	-0.0811861072099041	-0.028884298134141177	-0.06374822492653247	0.10984134192799284
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.13031285181226587	-0.09768570946886179	-0.12545774644794666	-0.06349421657373483	-0.08395812205720041	-0.10013741558218361	-0.06774898060661651	-0.0867218571134102	-0.11323380459765892	-0.0892501225283148	-0.10203704144045084	-0.07350579376007947	-0.09226925417808918	-0.03644711118541908	-0.1122061782157947	-0.10011188289242727	-0.11303064188108676	-0.11645546503253493	-0.09687740044957313	-0.0777957595839551	-0.0700461691214986	-0.08709585631933182	-0.08570732247782994	-0.10085849488801538	-0.1202696672096044	-0.12152045490542432	-0.1379580368756303	-0.08425323442520355	-0.12107541204618112	-0.07268272921716891	-0.08305409298380775	-0.10533841776118234	-0.12014555842328416	-0.050388956564467374	-0.10833937754806035	-0.13014800688234257	-0.10396832070927202	-0.12585854484251252	-0.09476006506355472	-0.0945647433140326	-0.10084316294625194	-0.1096711344258654	-0.09852820310302422	-0.09216230848785896	-0.09728428365938745
KEGG_ALZHEIMERS_DISEASE	0.292998855197756	0.2416036818181204	0.307760071419666	0.3101117248018878	0.2994863856858932	0.3121961729569063	0.29267740947688997	0.29893549868455105	0.3067033323643642	0.3056576130009877	0.31118187424857585	0.3199793330785974	0.29632718086739696	0.3182476992272101	0.3121029954280383	0.29620345410292864	0.27448272708618154	0.30096866362027763	0.27874365418947916	0.2904292628686983	0.2834182625614397	0.27060988781441686	0.23997607177844296	0.23614548962419446	0.26246014318973704	0.3184196286938172	0.3098932653571638	0.2992130392919168	0.30652167431102517	0.30001633149942303	0.322714256163228	0.29984121882157994	0.27556440421593814	0.28596950832592394	0.26813730350392256	0.24783878030359793	0.26418198209892546	0.3252582909484047	0.2658712950520667	0.26427697831869396	0.24454276103162262	0.2818331607397847	0.3151659280625702	0.2900739033670073	0.3074095972028128
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.1442889303412736	0.13217019411402964	0.18493498401972977	0.17097762749051415	0.1461487042209138	0.15740231808352265	0.13195470819931623	0.18051759899785627	0.1306646822307163	0.16157186021077297	0.1399414215021178	0.15123216832750289	0.15273462069951518	0.17070806647740788	0.14576090792844182	0.14731834032355007	0.19754466420153585	0.17305869010961797	0.12395981702683073	0.14751554738858857	0.17684258799361324	0.11942601654139988	0.1289858034434563	0.11200389291228367	0.13382225101082726	0.14079056167847456	0.13457016399307578	0.17673866706470198	0.15797945947348502	0.15071542849333466	0.1441324468403621	0.1442561471727202	0.15287690532600495	0.15969191270006183	0.1179604019169853	0.13471031461022517	0.1241540314849815	0.13325084500311402	0.16369624887924572	0.14295193052932131	0.15372950109618622	0.13551500169325298	0.16312048189916614	0.14890266494005	0.15859172314334605
