Kids_First_Biospecimen_ID	pathway	gsea_score	description	cancer_group	gene_parsed_by	group
BS_C83TK159	path:hsa00010	-0.10257058829539065	Glycolysis / Gluconeogenesis - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00020	0.49609016454433574	Citrate cycle (TCA cycle) - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00030	0.4487784467986696	Pentose phosphate pathway - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00040	-0.3383855735007821	Pentose and glucuronate interconversions - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00051	0.06945257682937236	Fructose and mannose metabolism - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00052	-0.252458243378921	Galactose metabolism - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00053	-0.45831325564663156	Ascorbate and aldarate metabolism - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00061	0.18918011467100043	Fatty acid biosynthesis - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00062	0.5550474061883517	Fatty acid elongation - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00071	0.2585306089850369	Fatty acid degradation - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00100	0.4649892451908417	Steroid biosynthesis - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00120	0.3729050293509015	Primary bile acid biosynthesis - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00130	0.18888890546155115	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00140	-0.378003584645429	Steroid hormone biosynthesis - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00190	0.38076240688300667	Oxidative phosphorylation - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00220	0.561015738737581	Arginine biosynthesis - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00230	0.3464072851762958	Purine metabolism - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00232	0.30912759833693015	Caffeine metabolism - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00240	0.21745361094164598	Pyrimidine metabolism - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00250	0.2818145195509726	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	HGG	SLC7A5	1
BS_C83TK159	path:hsa00260	0.26752034715612527	Glycine, serine and threonine metabolism - Homo sapiens (human)	HGG	SLC7A5	1
