Kids_First_Biospecimen_ID	pathway	gsea_score	description	cancer_group	gene_parsed_by	group
BS_BJDNWMJH	path:hsa00010	0.2678890922500155	Glycolysis / Gluconeogenesis - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00020	0.5587033879148178	Citrate cycle (TCA cycle) - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00030	0.21029905460913967	Pentose phosphate pathway - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00040	-0.05775488439066975	Pentose and glucuronate interconversions - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00051	0.1530244186358783	Fructose and mannose metabolism - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00052	0.26318590054327395	Galactose metabolism - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00053	0.021043926079969563	Ascorbate and aldarate metabolism - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00061	-0.059025480598567714	Fatty acid biosynthesis - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00062	-0.16634722458371665	Fatty acid elongation - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00071	0.10243530219844049	Fatty acid degradation - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00100	-0.2666435050384681	Steroid biosynthesis - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00120	0.07345491955563102	Primary bile acid biosynthesis - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00130	0.4805338008918616	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	EPN	SLC7A5	2
BS_BJDNWMJH	path:hsa00140	0.17323168630690894	Steroid hormone biosynthesis - Homo sapiens (human)	EPN	SLC7A5	2
