pathway_description	BS_FKDQJJB5	BS_E3BAT4C1	BS_1BWP5MCT	BS_V72H4RQS	BS_HE57E1RP	BS_R439VVPK	BS_N4B1SZZH	BS_CHDGRYHJ	BS_9V633J1X	BS_9NJHQE9F	BS_D144EJRQ	BS_TZVFR600	BS_V9HVBBDW	BS_ZV68CES9	BS_YEB88D32	BS_KVNGNETA	BS_AHEFXG7W	BS_1AYRM596	BS_W311713R	BS_SKGJ5SY9	BS_TA9WP4TH	BS_HZRM07TW	BS_HHPA8NJ2	BS_JT82QGXF	BS_S1M423AB
KEGG_ABC_TRANSPORTERS	0.003576241476601248	0.015563278263678823	0.04575523787792039	0.05187402111791302	0.021619258993337442	0.005208102499804187	0.05854478748878385	0.04427577930741495	0.05902407351535176	0.059635373403153884	0.045883971827050896	0.05421069795491932	0.029595828153435758	0.003866191288496988	0.00785607313570898	0.06728390421632892	-0.01186769899605185	-0.03791781392629204	0.08518619478416274	0.028000619397858556	0.029435057226096423	-0.01305990945532012	0.055218335611760656	0.02454489976813835	0.05805270591718365
KEGG_ACUTE_MYELOID_LEUKEMIA	0.22555208711920421	0.22362974476483735	0.20348443031876418	0.24046941704885522	0.2322288133127249	0.2337726170115572	0.2604419519799663	0.1834566731043654	0.21698333741047446	0.19677859987877164	0.2551460863308488	0.226357682210211	0.21290753436985652	0.23906750689693226	0.22673512003659776	0.2137101136846899	0.2151858415741161	0.2262365235329273	0.19791333098710095	0.25596844664832547	0.24606671385806825	0.24415094323892364	0.19392569207260976	0.23578542720029372	0.226923964401297
KEGG_ADHERENS_JUNCTION	0.2925339525908633	0.28047869153791216	0.27255867778500703	0.31969494733161896	0.2964587767123602	0.29459265553310177	0.31419052150077253	0.27217107431924026	0.27677366111065893	0.2765742571044421	0.3024156340368258	0.291655190689004	0.272585064787712	0.2942248343928493	0.27314974848607	0.28748444417204155	0.29648364381440206	0.30376985948431384	0.28707255757942113	0.3088789884872391	0.3187701929324159	0.28142181605323574	0.2950995852839225	0.29155309424363013	0.30181301452050197
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.11720827396296993	0.12662437042660088	0.1281908472896886	0.13176119566486172	0.1080657452337851	0.11269197919246968	0.1397828131242777	0.15085752755835297	0.1268313664815307	0.1490628940153832	0.136502459216067	0.1282947073147147	0.13015346713488174	0.12869835296021637	0.1380766985435264	0.16384807680216357	0.12602227280109557	0.11995617735345009	0.15097826503564213	0.10353306959600106	0.13697000202533147	0.12684930422329596	0.13977470504465006	0.13104559540323077	0.1342639821768454
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.10900796614233813	0.05964848046484159	0.019493449147393583	0.04371134432600889	0.0863577499781156	0.08030309752013404	0.0420589518919311	0.06704222244933854	0.04142028606243162	0.07751056696307178	0.07183616358973348	0.08681791735337774	0.053881858966920396	0.06225387881042694	0.0541557623641447	0.06644882311377756	0.06716180310640012	0.0675942786515379	0.05127512872779653	0.09638201706559188	0.05992614883991647	0.08141874532863665	0.06455519559400569	0.0649414650746338	0.04994309074363322
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.1190022875732736	0.13111248814853937	0.09900416128760291	0.16012350317550667	0.12042730626970616	0.11642005182542035	0.14473923459680765	0.12623779293971024	0.09983578570685632	0.15255345456830216	0.16696311183582846	0.15334737422111797	0.16833227241047177	0.16959358330278657	0.14788529102762527	0.15295311476257445	0.16251408829054323	0.15590740336378886	0.15738320997206273	0.15558210812146211	0.16728638230783327	0.18339163341637826	0.17909901495381014	0.16005210771444953	0.15099498916672027
KEGG_ALLOGRAFT_REJECTION	-0.11031640648854801	-0.14574959798188977	-0.2367199269466129	-0.12166281618436484	-0.12530627203035744	-0.07695411069896237	-0.074193391795798	-0.13484707409538957	-0.1664596091455177	-0.18574855680718122	-0.07392401147194382	-0.16390291078546296	-0.1958424355153076	-0.10644403143877566	-0.2207962369399843	-0.13667216609858873	-0.08248378867880324	-0.10129436564190474	-0.12166182166538728	-0.11168437437846372	-0.037065753121857364	-0.06657078716587998	-0.07060974803648253	-0.09255813855803206	-0.11961462906804177
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.12255582616183072	-0.11468818809235169	-0.13355187631053353	-0.13270429393093794	-0.1153582813997651	-0.13259226914946604	-0.11648239889940525	-0.1120656618135371	-0.11641940178598903	-0.11334948127512702	-0.1230167760830067	-0.1135750192937747	-0.11250195198902307	-0.11026695285714615	-0.11491469608208081	-0.08111445397441937	-0.1480959172338805	-0.11624490425207004	-0.11772508084868284	-0.13666886659110797	-0.10372331483901612	-0.09570328202998901	-0.12995763823236733	-0.10257823878361622	-0.10481843642118474
KEGG_ALZHEIMERS_DISEASE	0.2348226526662811	0.22472570216518603	0.18428941009922856	0.23067074900773568	0.2336736964155843	0.2419427253475261	0.23901585213841048	0.21695985629612244	0.18874881409322994	0.23004924440087068	0.2327557981809906	0.22568683784304924	0.23348540656661373	0.23838653331058576	0.20474537396759782	0.2296111294830519	0.2214322715219794	0.21424969947034672	0.21426333707659012	0.2481509297061601	0.22791905578833144	0.24267459004331127	0.21833179904642375	0.21498352969314918	0.21413161347244006
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.14962273022859834	0.11989658226146054	0.10571871053211579	0.11226873005471052	0.12575311595415692	0.1239477623491856	0.09548950710256253	0.12247482022626385	0.12739487443359335	0.131094722522262	0.1262325904301819	0.12574887439099974	0.10777037509976509	0.11782911271890391	0.13340724117400804	0.1185291361096175	0.11594543134539805	0.11782929654790839	0.11177537986934145	0.10975307399224134	0.09805022497632261	0.09201905965678482	0.11043240845578717	0.11887801026785047	0.09813504995503926
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.1976241151207903	0.13321164495680654	0.16782844288618082	0.12776617789302183	0.17261487487607396	0.1689128439055191	0.060676035109924316	0.14103306566666973	0.14906694053499384	0.12579517344747287	0.11342726395124433	0.15267670430061347	0.12560571357709827	0.1358673248110797	0.15293751866292934	0.1455678422506471	0.1057863745838978	0.0725652794780227	0.08535123973952173	0.11440194286623132	0.05400583358721932	0.13284412522934713	0.06617884584835075	0.10013085535257928	0.08210097211088994
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.17112729181284977	0.1602739278873964	0.16674114012822125	0.16225226712191565	0.16281456108017364	0.1803092925557151	0.19782945788082754	0.13980766373650672	0.11984746538019633	0.16552879118361696	0.1685151191931663	0.16312158824090442	0.17539590663510451	0.1461650768189531	0.18932661929901565	0.18190830675287914	0.17899548861070746	0.14904732704031373	0.14772060711875085	0.1546810724617549	0.17261609531937627	0.1857113174045692	0.135232155295776	0.16345644180369556	0.17095802842182262
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.05815706474183286	0.04270152363719603	-0.012510135691402895	0.0645451870883006	0.07032444628962109	0.08341798870040203	0.08691406820702123	0.04894154023061894	0.04633600301907112	0.028306706126595717	0.0855502532565397	0.0390733734583847	0.02851622100325161	0.08079881154142268	-0.013734602450860823	0.047561195963606355	0.08630359348227795	0.06282261810496477	0.04626851323990094	0.07272847940414286	0.10120714687284293	0.07753350296043583	0.07861067595201897	0.07611889106574662	0.06282592424229023
KEGG_APOPTOSIS	0.1212081238650747	0.11956822003199463	0.08236105999748497	0.13199414452603841	0.1207316031064888	0.12088236708640265	0.13913960411521656	0.10162213752754726	0.1107594956435767	0.10258349448409133	0.14380737772761076	0.1191991264238364	0.12465733382114814	0.11822065292385862	0.11094962459503538	0.10926071521316398	0.12047096652078886	0.12024424706017454	0.10972486049225672	0.13162865028057927	0.1419899746095749	0.13113461515253413	0.12797838830950234	0.1191256280019752	0.12201901628171333
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.15532788446825913	-0.15454461270119613	-0.18448963396908874	-0.17443257405441906	-0.181192356472423	-0.14038851897184196	-0.12254394872483947	-0.15726062509673652	-0.18983846033378035	-0.18360322199232312	-0.16822724145723125	-0.17672902368109125	-0.18385458015162484	-0.14883411176224545	-0.1886939237477938	-0.1516415053535569	-0.17591948448733558	-0.15997517200364492	-0.17220293877552428	-0.1573152370423536	-0.1227767020002615	-0.13329137524280438	-0.15528969422832614	-0.13928863231147565	-0.16145483490975707
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.11239142982847063	0.07789323837391238	0.0681271117598871	0.08079758098233122	0.09925084018717466	0.10333452139198224	0.10646721202623151	0.08826467713225247	0.0535225990119063	0.1021052013475006	0.09062212059786448	0.08774898085524954	0.06226257800838469	0.07030903573845179	0.05985407015623642	0.09206563426968131	0.08769883669216343	0.09519570070554027	0.061657549184055804	0.07783840334407748	0.10665814085044752	0.10668660309306073	0.08359117446482543	0.08255710625296753	0.08056847859448588
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.08022359747550777	0.09162428201191564	0.09265457741218526	0.13275711654062802	0.0915537429467205	0.12318864145311031	0.21435422811235053	0.10895563456107737	0.059087438261655655	0.10956504587480705	0.13851738223840418	0.09611301495869667	0.11252946218128362	0.13817334209317722	0.103623249605484	0.09191886153529577	0.14984304800903092	0.149666796927859	0.13880377440435532	0.13581087230317856	0.1812378113074134	0.10767298711159323	0.14405990719674416	0.14891602894079592	0.14175230082093032
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.2166605417395181	-0.19284993926131744	-0.16507615964108233	-0.1988459718783411	-0.23207517904274824	-0.19110424539188828	-0.23067484551505318	-0.21063518481396332	-0.1960037719353567	-0.22573488740508302	-0.20908407446404098	-0.21386640828848819	-0.18971607309637473	-0.21334010336109338	-0.24008555074819227	-0.17546263031920942	-0.19330476829202028	-0.1665455886057577	-0.219440509832516	-0.19811810193917156	-0.2008964957879675	-0.16188183468834294	-0.21622767072970672	-0.2102065170915352	-0.20140282243146795
KEGG_ASTHMA	-0.2151020773224498	-0.24881027107370784	-0.3183306247580819	-0.2532841489396818	-0.26124091633798	-0.16551480696366477	-0.19941160774113764	-0.2352120668944473	-0.2695201094235188	-0.30859799179469566	-0.18824946776404483	-0.2891625311740305	-0.32958040632232416	-0.21241546020146587	-0.2951594369603579	-0.24253737568399808	-0.17875310875653536	-0.19924508272503844	-0.22871548851654458	-0.22312569611587843	-0.15251557989765868	-0.17203386173151605	-0.17303465199029947	-0.2182591774089826	-0.2479685801495242
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.1926142181979371	-0.2230854747974582	-0.2959728221182318	-0.21241395961907575	-0.21075938885124257	-0.16986766903201475	-0.1732395766556488	-0.21187217336566902	-0.24345548996311558	-0.2586200383324136	-0.17047688938196365	-0.24081393553459665	-0.2628398737984583	-0.18713046508623143	-0.26540260928019294	-0.2187256548451319	-0.1623801947324301	-0.18890682668712033	-0.20774722776509238	-0.19925574166074703	-0.13690251312925986	-0.1480598846278962	-0.16237896748719918	-0.18518922694939208	-0.20361449284961172
KEGG_AXON_GUIDANCE	0.17851098890213046	0.19095601832991088	0.16685783684187622	0.19603649073842858	0.18227228832264294	0.20726345003253288	0.20734486147638126	0.1944271698732406	0.1682947324337761	0.19398999188958338	0.20145275644377048	0.20055690795902562	0.19917865976822124	0.19054734916954344	0.2245783651518951	0.19865898516473066	0.23368017016661477	0.2333352725319629	0.21418922282795747	0.20966660126048364	0.25000034772071045	0.23413011216226673	0.20748335274364088	0.21593097994050137	0.194081644445674
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.13315405929507151	0.11810950271388121	0.10274594470112716	0.15105597771040502	0.13559727486412304	0.13266464160484115	0.16731422961528342	0.11951724748370983	0.13239139826880061	0.13430401827020205	0.15322659097284258	0.126739440151994	0.13726485989587175	0.1399766982854867	0.10969696936864774	0.12333451867404709	0.15085778426065152	0.15267266764250195	0.14328044766364287	0.13885121664032996	0.17608169001019253	0.15887401047711666	0.14698449457665028	0.1475902444843151	0.1470223581691159
KEGG_BASAL_CELL_CARCINOMA	0.026976811691127586	0.018541501285873625	0.05645964290442123	0.04306908488790391	0.0265964377963221	0.042360894805736016	0.0798113427252663	0.011054033216356443	0.04304520999807621	0.012910520320828723	0.026144961588573365	0.036970555454014224	0.03145227410930044	0.006416959501534139	0.039841619430483206	0.015154846439197657	-0.001853007494709506	0.015640457187140182	0.0037973406085412068	0.04229863901382094	0.06622218858805169	0.03623753896903212	0.002494127920063121	0.025206469015692724	0.019062140898981887
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.1659679490501151	0.1334130728996237	0.16120823345797228	0.1528285215427344	0.15892542940992135	0.13778464940572446	0.09642174945265491	0.15962105847234723	0.14593158399228884	0.13656711555660617	0.1412563486159328	0.12699129778855137	0.13502245253353798	0.15229510475506927	0.14224866010955273	0.13216572745355082	0.13349484616092192	0.13644365010078793	0.1189518187799563	0.1438028268147705	0.07129895723539324	0.11461059681608533	0.11925757619951602	0.09475959065526776	0.12562867322059648
KEGG_BASE_EXCISION_REPAIR	0.2517024759826207	0.2268877813768517	0.2288857457428731	0.23470628639492994	0.23535503434702715	0.2471963943824779	0.23139917103554622	0.21268510207763325	0.23497770039338042	0.17528715596310385	0.17456378784572157	0.2233773688279579	0.2076959056707212	0.20830105326393034	0.22194369860944307	0.18144395123642018	0.18370771562206753	0.18592270076264703	0.16852646480174063	0.22042012216119647	0.2037050339341456	0.18981204536185056	0.17090280937944768	0.2333550218375562	0.1741651738858374
KEGG_BETA_ALANINE_METABOLISM	0.11148351698651997	0.07058500826944165	0.10437500731716488	0.10051782153654171	0.07942361851137503	0.11229562149925296	0.09014041925613196	0.06648143933232419	0.09504417711592292	0.0959375186770764	0.08097213830853266	0.10496457369028082	0.09132767206143202	0.07291014398575668	0.10076021540920473	0.06304045878875404	0.10753742543905945	0.11652757776895187	0.07076441748598303	0.11528870859182545	0.12081734075743183	0.10499943669847966	0.08140817705530769	0.08215753073265322	0.07833418481593685
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.22626390550368736	0.20130949106117127	0.15119440465453401	0.22642329331155991	0.22509080834101716	0.2231568634773947	0.18638240986458599	0.1759569710705728	0.17242641266420264	0.1834787096437611	0.19783634120864185	0.2173720559729092	0.17875592936588017	0.16852019556962744	0.16493934666326085	0.2015598347855171	0.1985433902395294	0.21947815352210495	0.16100848678457189	0.1766155596488975	0.1886168901430726	0.21375444095856744	0.2057157758030979	0.14983545073113816	0.17258081706830683
KEGG_BLADDER_CANCER	0.17279089208010853	0.16840126536673125	0.16353370777241752	0.19338125403595358	0.18770847050153866	0.1936777659142503	0.21536521353209867	0.11910759751602189	0.15574391819976785	0.11437793231752445	0.19360486706242727	0.1638180977293732	0.13840321113429424	0.17206691906716431	0.15636821411380453	0.1380273162839687	0.1731191721256432	0.19798688872906323	0.12903092414095008	0.19803785893417242	0.21378779777233667	0.2159162804977593	0.13048943487648657	0.2221864114694047	0.1884304205814996
