c_index	somer_dxy	mtry	ntree	mincriterion
0.8588131757606235	0.7176263515212471	1	100	0.5
0.8588131757606235	0.7176263515212471	1	100	0.55
0.8588131757606235	0.7176263515212471	1	100	0.6
0.8588131757606235	0.7176263515212471	1	100	0.65
0.8588131757606235	0.7176263515212471	1	100	0.7
0.8588131757606235	0.7176263515212471	1	100	0.75
0.8588131757606235	0.7176263515212471	1	100	0.8
0.8588131757606235	0.7176263515212471	1	100	0.8500000000000001
0.8588131757606235	0.7176263515212471	1	100	0.9
0.8588131757606235	0.7176263515212471	1	100	0.95
0.8588131757606235	0.7176263515212471	1	100	1
0.8588131757606235	0.7176263515212471	1	200	0.5
0.8588131757606235	0.7176263515212471	1	200	0.55
0.8588131757606235	0.7176263515212471	1	200	0.6
0.8588131757606235	0.7176263515212471	1	200	0.65
0.8588131757606235	0.7176263515212471	1	200	0.7
0.8588131757606235	0.7176263515212471	1	200	0.75
0.8588131757606235	0.7176263515212471	1	200	0.8
0.8588131757606235	0.7176263515212471	1	200	0.8500000000000001
0.8588131757606235	0.7176263515212471	1	200	0.9
0.8588131757606235	0.7176263515212471	1	200	0.95
0.8588131757606235	0.7176263515212471	1	200	1
0.8588131757606235	0.7176263515212471	1	300	0.5
0.8588131757606235	0.7176263515212471	1	300	0.55
0.8588131757606235	0.7176263515212471	1	300	0.6
0.8588131757606235	0.7176263515212471	1	300	0.65
0.8588131757606235	0.7176263515212471	1	300	0.7
0.8588131757606235	0.7176263515212471	1	300	0.75
0.8588131757606235	0.7176263515212471	1	300	0.8
0.8588131757606235	0.7176263515212471	1	300	0.8500000000000001
0.8588131757606235	0.7176263515212471	1	300	0.9
0.8588131757606235	0.7176263515212471	1	300	0.95
0.8588131757606235	0.7176263515212471	1	300	1
0.8588131757606235	0.7176263515212471	1	400	0.5
0.8588131757606235	0.7176263515212471	1	400	0.55
0.8588131757606235	0.7176263515212471	1	400	0.6
0.8588131757606235	0.7176263515212471	1	400	0.65
0.8588131757606235	0.7176263515212471	1	400	0.7
0.8588131757606235	0.7176263515212471	1	400	0.75
0.8588131757606235	0.7176263515212471	1	400	0.8
0.8588131757606235	0.7176263515212471	1	400	0.8500000000000001
0.8588131757606235	0.7176263515212471	1	400	0.9
0.8588131757606235	0.7176263515212471	1	400	0.95
0.8588131757606235	0.7176263515212471	1	400	1
0.8588131757606235	0.7176263515212471	1	500	0.5
0.8588131757606235	0.7176263515212471	1	500	0.55
0.8588131757606235	0.7176263515212471	1	500	0.6
0.8588131757606235	0.7176263515212471	1	500	0.65
0.8588131757606235	0.7176263515212471	1	500	0.7
0.8588131757606235	0.7176263515212471	1	500	0.75
0.8588131757606235	0.7176263515212471	1	500	0.8
0.8588131757606235	0.7176263515212471	1	500	0.8500000000000001
0.8588131757606235	0.7176263515212471	1	500	0.9
0.8588131757606235	0.7176263515212471	1	500	0.95
0.8588131757606235	0.7176263515212471	1	500	1
0.8588131757606235	0.7176263515212471	1	600	0.5
0.8588131757606235	0.7176263515212471	1	600	0.55
0.8588131757606235	0.7176263515212471	1	600	0.6
0.8588131757606235	0.7176263515212471	1	600	0.65
0.8588131757606235	0.7176263515212471	1	600	0.7
0.8588131757606235	0.7176263515212471	1	600	0.75
0.8588131757606235	0.7176263515212471	1	600	0.8
0.8588131757606235	0.7176263515212471	1	600	0.8500000000000001
0.8588131757606235	0.7176263515212471	1	600	0.9
0.8588131757606235	0.7176263515212471	1	600	0.95
0.8588131757606235	0.7176263515212471	1	600	1
0.8588131757606235	0.7176263515212471	1	700	0.5
0.8588131757606235	0.7176263515212471	1	700	0.55
0.8588131757606235	0.7176263515212471	1	700	0.6
0.8588131757606235	0.7176263515212471	1	700	0.65
0.8588131757606235	0.7176263515212471	1	700	0.7
0.8588131757606235	0.7176263515212471	1	700	0.75
0.8588131757606235	0.7176263515212471	1	700	0.8
0.8588131757606235	0.7176263515212471	1	700	0.8500000000000001
0.8588131757606235	0.7176263515212471	1	700	0.9
0.8588131757606235	0.7176263515212471	1	700	0.95
0.8588131757606235	0.7176263515212471	1	700	1
0.8588131757606235	0.7176263515212471	1	800	0.5
0.8588131757606235	0.7176263515212471	1	800	0.55
0.8588131757606235	0.7176263515212471	1	800	0.6
0.8588131757606235	0.7176263515212471	1	800	0.65
0.8588131757606235	0.7176263515212471	1	800	0.7
