geneSymbol	cluster	vtest_score
ALDH18A1	1	-0.14157016853676277
ALDH18A1	2	-0.11384130711365713
ALDH18A1	3	0.004150413964867869
ALDH18A1	4	-0.06173204338550771
ALDH18A1	5	0.5782032744739813
ASNS	1	-0.0068927749441273
ASNS	2	0.09545975367871178
ASNS	3	-0.08259311015660446
ASNS	4	-0.18636930210073566
ASNS	5	0.31766479147590726
ATP5A1	1	-0.26217948646210837
ATP5A1	2	0.2708648744252416
ATP5A1	3	-0.13250457060506243
ATP5A1	4	0.13912132621219067
ATP5A1	5	0.040901591003445446
ATP5B	1	-0.36952719382828686
ATP5B	2	0.2434133809632281
ATP5B	3	-0.153803090588781
ATP5B	4	0.24161835543773194
ATP5B	5	0.14643965515356247
ATP5C1	1	-0.37987880409602087
ATP5C1	2	0.3270628775227251
ATP5C1	3	-0.2233423533008457
ATP5C1	4	0.12858873316265723
ATP5C1	5	0.33772632718362444
ATP5D	1	-0.09262196960478414
ATP5D	2	0.19864494436765412
ATP5D	3	0.03676938307765162
ATP5D	4	0.2239919359488805
ATP5D	5	-0.5799175455829652
ATP5E	1	-0.472648237863226
ATP5E	2	0.29896692832586486
ATP5E	3	-0.11337798431555889
ATP5E	4	0.148753544352017
ATP5E	5	0.3881125693640219
ATP5F1	1	-0.27316596443605384
ATP5F1	2	0.3958959005175876
ATP5F1	3	-0.19559450665590306
ATP5F1	4	0.2531881935203943
ATP5F1	5	-0.2562306706611374
ATP5G1	1	-0.32512679411890677
ATP5G1	2	0.42706148106166036
ATP5G1	3	-0.24419569446400494
ATP5G1	4	0.23830767334836375
ATP5G1	5	-0.10493629918109355
ATP5G2	1	-0.3533055353192908
ATP5G2	2	0.47914911419088824
ATP5G2	3	-0.10884426663484831
ATP5G2	4	0.1903687274512423
ATP5G2	5	-0.22291748153483298
ATP5G3	1	-0.34879024625315835
ATP5G3	2	0.4183903991594338
ATP5G3	3	-0.13759631392977653
ATP5G3	4	0.30475848491274976
ATP5G3	5	-0.30798634877709585
ATP5H	1	-0.32129462532284164
ATP5H	2	0.3406533469023034
ATP5H	3	-0.21613665292531492
ATP5H	4	0.1380495403039732
ATP5H	5	0.16840073882278453
ATP5I	1	-0.3424079925480355
ATP5I	2	0.2556454276952368
ATP5I	3	-0.18061048858386178
ATP5I	4	0.08030604321828266
ATP5I	5	0.4030738918825018
ATP5J	1	-0.4130306419706113
ATP5J	2	0.4768035365723014
ATP5J	3	-0.171020381703933
ATP5J	4	0.17067372528907582
ATP5J	5	0.024016995258784504
ATP5J2	1	-0.34119989873309464
ATP5J2	2	0.14616706646310626
ATP5J2	3	-0.06437638303432411
ATP5J2	4	0.2299463678963588
ATP5J2	5	0.1410699114243186
ATP5L	1	-0.3285175662859207
ATP5L	2	0.23677666060330238
ATP5L	3	-0.23892089276315817
ATP5L	4	0.08296436503098492
ATP5L	5	0.4776730726522472
ATP5O	1	-0.37036667258608713
ATP5O	2	0.437178331214248
ATP5O	3	-0.2179132089851364
ATP5O	4	0.062370640008658836
ATP5O	5	0.25968062122355223
CAD	1	0.11540385157490711
CAD	2	-0.2897513135212527
CAD	3	0.18712445476970394
CAD	4	-0.14203236812166875
CAD	5	0.22349918290653245
CTPS1	1	0.23005193209003705
CTPS1	2	-0.13761551774700545
CTPS1	3	0.14294301900893586
CTPS1	4	-0.30249178308596547
CTPS1	5	0.10212825678680872
CTPS2	1	0.18237493449955802
CTPS2	2	-0.04737634755735647
CTPS2	3	-0.050384789557819415
CTPS2	4	-0.24247578561056746
CTPS2	5	0.2098950052558371
GCK	1	-0.15335412168369256
GCK	2	0.11237050480937778
GCK	3	-0.15953007444140765
GCK	4	0.3851606868183078
GCK	5	-0.3501459629264928
GCLC	1	-0.005576125752478828
GCLC	2	0.20450888729206607
GCLC	3	-0.25912253421395626
GCLC	4	-0.19933488544236927
GCLC	5	0.40590921172436223
GCLM	1	-0.10396163590624113
GCLM	2	0.05884775655634453
GCLM	3	0.05480964531862565
GCLM	4	0.17605269867564677
GCLM	5	-0.2740219104728099
GFPT1	1	0.22336973392233697
GFPT1	2	-0.34853930542524164
GFPT1	3	-0.05949959955432894
GFPT1	4	-0.15949649009508743
GFPT1	5	0.45707635417274195
GFPT2	1	-0.26679205253309046
GFPT2	2	0.21675916997000125
GFPT2	3	0.112986219625365
GFPT2	4	0.02273482149344188
GFPT2	5	0.0175323211861079
GLS	1	0.09800346862466944
GLS	2	-0.09768901606864534
GLS	3	0.07828000964183233
GLS	4	-0.21761099702312503
GLS	5	0.24390653350112854
GLS2	1	0.1483588077418252
GLS2	2	0.12978285428367942
GLS2	3	-0.21552151397900154
GLS2	4	-0.1268239286739183
GLS2	5	0.013350914740460367
GMPS	1	0.38585732919403715
GMPS	2	-0.31832711287138943
GMPS	3	-0.05722043137887241
GMPS	4	-0.12507014401368588
GMPS	5	0.008022720628148426
GSS	1	-0.40597028168824906
GSS	2	-0.1541511864246234
GSS	3	0.0860527853924357
GSS	4	0.3071777446989859
GSS	5	0.40080866270940685
HK1	1	-0.2656313083735432
HK1	2	-0.3204147493730653
HK1	3	0.10312162846499581
HK1	4	0.2139833054268716
HK1	5	0.5191608772449777
HK2	1	-0.2884610296671938
HK2	2	-0.05963231405536133
HK2	3	0.23204922627329008
HK2	4	0.111370949441444
HK2	5	0.17216874596860832
HK3	1	-0.20560696503332335
HK3	2	-0.24395718193347393
HK3	3	0.2546813915344085
HK3	4	0.18341955299086668
HK3	5	0.12716164884691877
HKDC1	1	-0.11337950010030337
HKDC1	2	-0.22720108483545898
HKDC1	3	0.15970224755935153
HKDC1	4	0.07834177000208618
HKDC1	5	0.23108322776871693
PFAS	1	0.29162039276711843
PFAS	2	-0.3160202868305735
PFAS	3	0.2724120472161167
PFAS	4	-0.14840050626634407
PFAS	5	-0.20258784404974695
PHGDH	1	-0.11869173345589633
PHGDH	2	0.42132474133947606
PHGDH	3	-0.3077047611142636
PHGDH	4	-0.08206975899887327
PHGDH	5	0.15053242369696507
PPAT	1	0.004617780204935603
PPAT	2	-0.048852431598387897
PPAT	3	-0.062241493389703466
PPAT	4	-0.010212596904260301
PPAT	5	0.16959531092416813
PSAT1	1	-0.0024873681619453606
PSAT1	2	0.4410099127292064
PSAT1	3	-0.43729104755863457
PSAT1	4	-0.11156550460435553
PSAT1	5	0.10847456229084679
PSPH	1	0.04037327729226739
PSPH	2	0.08071364271371224
PSPH	3	-0.026910216171979945
PSPH	4	-0.04059905314887235
PSPH	5	-0.09909346927359032
