err.rate	mtry	ntree	nodesize	nsplit
0.6619385342789599	1	100	5	0
0.6840425531914893	1	100	5	1
0.8957446808510638	1	100	10	0
0.9404255319148936	1	100	10	1
0.948936170212766	1	100	20	0
0.9361702127659575	1	100	20	1
0.9042553191489362	1	100	25	0
0.8936170212765957	1	100	25	1
0.9148936170212767	1	100	30	0
0.948144482929243	1	100	30	1
0.7957446808510639	1	200	5	0
0.5638297872340425	1	200	5	1
0.9340425531914894	1	200	10	0
0.9276595744680851	1	200	10	1
0.9403098982423682	1	200	20	0
0.9084611578426521	1	200	20	1
0.9340425531914893	1	200	25	0
0.9361702127659575	1	200	25	1
0.9478723404255319	1	200	30	0
0.925	1	200	30	1
0.7092198581560284	1	300	5	0
0.5678692568609313	1	300	5	1
0.9372340425531915	1	300	10	0
0.948936170212766	1	300	10	1
0.9439716312056738	1	300	20	0
0.9439716312056738	1	300	20	1
0.924113475177305	1	300	25	0
0.9340425531914894	1	300	25	1
0.9595744680851064	1	300	30	0
0.9368794326241134	1	300	30	1
0.7702127659574468	1	400	5	0
0.6186170212765958	1	400	5	1
0.9515957446808511	1	400	10	0
0.9493755781683627	1	400	10	1
0.948404255319149	1	400	20	0
0.9375556655121228	1	400	20	1
0.9053191489361703	1	400	25	0
0.9398936170212766	1	400	25	1
0.9537234042553192	1	400	30	0
0.9337765957446809	1	400	30	1
0.7021276595744681	1	500	5	0
0.6663829787234042	1	500	5	1
0.94571158392435	1	500	10	0
0.9497872340425533	1	500	10	1
0.9527659574468086	1	500	20	0
0.9460614657210402	1	500	20	1
0.9331914893617022	1	500	25	0
0.9429787234042554	1	500	25	1
0.9527659574468086	1	500	30	0
0.9466230223677032	1	500	30	1
0.7088652482269504	1	600	5	0
0.7609887844301501	1	600	5	1
0.9372340425531915	1	600	10	0
0.9475177304964539	1	600	10	1
0.950709219858156	1	600	20	0
0.9511229314420804	1	600	20	1
0.9521276595744681	1	600	25	0
0.9524822695035462	1	600	25	1
0.9411347517730497	1	600	30	0
0.9421985815602837	1	600	30	1
0.8404255319148937	1	700	5	0
0.7016717325227964	1	700	5	1
0.9361702127659575	1	700	10	0
0.9571428571428572	1	700	10	1
0.9364741641337386	1	700	20	0
0.9340425531914894	1	700	20	1
0.9504559270516718	1	700	25	0
0.9553191489361702	1	700	25	1
0.9342249240121581	1	700	30	0
0.947612293144208	1	700	30	1
0.6561170212765958	1	800	5	0
0.6319148936170212	1	800	5	1
0.9550531914893617	1	800	10	0
0.948404255319149	1	800	10	1
0.9590425531914895	1	800	20	0
0.9515957446808511	1	800	20	1
0.9537234042553192	1	800	25	0
0.9436170212765957	1	800	25	1
0.9351063829787234	1	800	30	0
0.930186170212766	1	800	30	1
0.7674940898345154	1	900	5	0
0.7261696629831217	1	900	5	1
0.9345153664302601	1	900	10	0
0.9486997635933807	1	900	10	1
0.9536643026004729	1	900	20	0
0.9425476936610039	1	900	20	1
0.9477541371158393	1	900	25	0
0.9479905437352246	1	900	25	1
0.9553191489361703	1	900	30	0
0.9458628841607566	1	900	30	1
0.7410638297872341	1	1000	5	0
0.7106382978723405	1	1000	5	1
0.9578723404255319	1	1000	10	0
0.9529787234042554	1	1000	10	1
0.9506382978723404	1	1000	20	0
0.948936170212766	1	1000	20	1
0.9529787234042554	1	1000	25	0
0.9363829787234043	1	1000	25	1
0.9382978723404256	1	1000	30	0
0.9508510638297872	1	1000	30	1
0.7851063829787234	1	1100	5	0
0.6373307543520309	1	1100	5	1
0.9583929021949373	1	1100	10	0
0.9416935310552332	1	1100	10	1
0.955899419729207	1	1100	20	0
0.9506769825918763	1	1100	20	1
0.9317214700193424	1	1100	25	0
0.9549323017408125	1	1100	25	1
0.9557059961315281	1	1100	30	0
0.9528046421663443	1	1100	30	1
0.7055851063829788	1	1200	5	0
0.6386524822695036	1	1200	5	1
0.9547872340425533	1	1200	10	0
0.9505319148936171	1	1200	10	1
0.9473404255319149	1	1200	20	0
0.9601063829787234	1	1200	20	1
0.9429078014184398	1	1200	25	0
0.9553191489361703	1	1200	25	1
0.9453900709219859	1	1200	30	0
0.9542159180457054	1	1200	30	1
0.6922258592471359	1	1300	5	0
0.62569558101473	1	1300	5	1
0.9454909983633388	1	1300	10	0
0.9530278232405892	1	1300	10	1
0.9543942450424391	1	1300	20	0
0.9551554828150574	1	1300	20	1
0.9381342062193126	1	1300	25	0
0.9459901800327333	1	1300	25	1
0.9528641571194764	1	1300	30	0
0.9519439898163303	1	1300	30	1
0.7519756838905776	1	1400	5	0
0.5825987841945289	1	1400	5	1
0.952887537993921	1	1400	10	0
0.9553191489361702	1	1400	10	1
0.9527043878107708	1	1400	20	0
0.9413373860182371	1	1400	20	1
0.9565349544072949	1	1400	25	0
0.9558510638297872	1	1400	25	1
0.955775075987842	1	1400	30	0
0.9519756838905775	1	1400	30	1
0.7683687943262412	1	1500	5	0
0.6841134751773049	1	1500	5	1
0.9496453900709221	1	1500	10	0
0.9553191489361703	1	1500	10	1
0.9561547949429541	1	1500	20	0
0.946808510638298	1	1500	20	1
0.9527659574468086	1	1500	25	0
0.949750863793417	1	1500	25	1
0.9564539007092199	1	1500	30	0
0.9541843971631206	1	1500	30	1
0.6933510638297873	1	1600	5	0
0.6165558510638298	1	1600	5	1
0.9569148936170213	1	1600	10	0
0.9561170212765958	1	1600	10	1
0.9426196808510638	1	1600	20	0
0.9549202127659575	1	1600	20	1
0.9400265957446808	1	1600	25	0
0.9555851063829788	1	1600	25	1
0.9554521276595745	1	1600	30	0
0.9523271276595745	1	1600	30	1
0.776720901126408	1	1700	5	0
0.5595744680851064	1	1700	5	1
0.953441802252816	1	1700	10	0
0.9444305381727159	1	1700	10	1
0.9550688360450563	1	1700	20	0
0.9564455569461828	1	1700	20	1
0.9515644555694619	1	1700	25	0
0.9545682102628286	1	1700	25	1
0.9570596967139157	1	1700	30	0
0.9568210262828536	1	1700	30	1
0.8073286052009456	1	1800	5	0
0.6138297872340426	1	1800	5	1
0.9526004728132388	1	1800	10	0
0.9398345153664303	1	1800	10	1
0.9495271867612294	1	1800	20	0
0.9529550827423169	1	1800	20	1
0.9531914893617022	1	1800	25	0
0.9576832151300236	1	1800	25	1
0.9543735224586289	1	1800	30	0
0.9534278959810876	1	1800	30	1
0.7501119820828668	1	1900	5	0
0.7471418526524128	1	1900	5	1
0.958454647256439	1	1900	10	0
0.9516237402015678	1	1900	10	1
0.9509219858156028	1	1900	20	0
0.9577827547592386	1	1900	20	1
0.9570649208947082	1	1900	25	0
0.949685205922608	1	1900	25	1
0.9531914893617022	1	1900	30	0
0.9568309070548713	1	1900	30	1
0.7990957446808511	1	2000	5	0
0.658936170212766	1	2000	5	1
0.9556382978723404	1	2000	10	0
0.9542553191489362	1	2000	10	1
0.9450000000000001	1	2000	20	0
0.9580851063829787	1	2000	20	1
0.9533788159111933	1	2000	25	0
0.9508510638297872	1	2000	25	1
0.9504787234042553	1	2000	30	0
0.9563297872340426	1	2000	30	1
0.6829787234042554	2	100	5	0
0.5	2	100	5	1
0.8757210401891253	2	100	10	0
0.9595744680851064	2	100	10	1
0.9138297872340425	2	100	20	0
0.9191489361702128	2	100	20	1
0.8856506679861454	2	100	25	0
0.9123959296947272	2	100	25	1
0.9297872340425533	2	100	30	0
0.9404255319148936	2	100	30	1
0.6	2	200	5	0
0.7063829787234043	2	200	5	1
0.9223404255319149	2	200	10	0
0.9446808510638298	2	200	10	1
0.9531914893617022	2	200	20	0
0.9393617021276596	2	200	20	1
0.9457446808510639	2	200	25	0
0.9122340425531915	2	200	25	1
0.9308510638297873	2	200	30	0
0.9159574468085107	2	200	30	1
0.7021276595744681	2	300	5	0
0.5585106382978724	2	300	5	1
0.9390070921985816	2	300	10	0
0.9351063829787234	2	300	10	1
0.9432624113475178	2	300	20	0
0.9283687943262412	2	300	20	1
0.951063829787234	2	300	25	0
0.9353033884948779	2	300	25	1
0.9524822695035462	2	300	30	0
0.9326241134751774	2	300	30	1
0.6172872340425531	2	400	5	0
0.5085106382978724	2	400	5	1
0.9398936170212766	2	400	10	0
0.9526595744680851	2	400	10	1
0.948936170212766	2	400	20	0
0.9388297872340425	2	400	20	1
0.9521276595744681	2	400	25	0
0.9457446808510639	2	400	25	1
0.9558510638297872	2	400	30	0
0.9303191489361702	2	400	30	1
0.5480851063829788	2	500	5	0
0.6052264048008729	2	500	5	1
0.9531914893617022	2	500	10	0
0.9480851063829787	2	500	10	1
0.9485106382978724	2	500	20	0
0.943404255319149	2	500	20	1
0.9395744680851064	2	500	25	0
0.9093617021276597	2	500	25	1
0.9357343020238713	2	500	30	0
0.9536170212765958	2	500	30	1
0.6673758865248227	2	600	5	0
0.6648936170212766	2	600	5	1
0.9434397163120568	2	600	10	0
0.9434936786925686	2	600	10	1
0.9510638297872341	2	600	20	0
0.94822695035461	2	600	20	1
0.9290780141843972	2	600	25	0
0.9418439716312057	2	600	25	1
0.9460992907801419	2	600	30	0
0.9524822695035462	2	600	30	1
0.6249240121580547	2	700	5	0
0.6793737188096416	2	700	5	1
0.9246200607902736	2	700	10	0
0.9503478554542385	2	700	10	1
0.9504559270516718	2	700	20	0
0.9495440729483283	2	700	20	1
0.9531914893617022	2	700	25	0
0.9556231003039514	2	700	25	1
0.9361702127659575	2	700	30	0
0.9550151975683892	2	700	30	1
0.643218085106383	2	800	5	0
0.7212960560456668	2	800	5	1
0.9497340425531915	2	800	10	0
0.9554366650173182	2	800	10	1
0.9550531914893617	2	800	20	0
0.9497340425531915	2	800	20	1
0.948404255319149	2	800	25	0
0.951156605640772	2	800	25	1
0.947299953746531	2	800	30	0
0.948936170212766	2	800	30	1
0.6189125295508274	2	900	5	0
0.6094562647754137	2	900	5	1
0.9539007092198581	2	900	10	0
0.9425531914893618	2	900	10	1
0.9555555555555556	2	900	20	0
0.9491725768321513	2	900	20	1
0.9515366430260048	2	900	25	0
0.9539007092198581	2	900	25	1
0.9494089834515367	2	900	30	0
0.9411347517730497	2	900	30	1
0.657184743124027	2	1000	5	0
0.5421276595744681	2	1000	5	1
0.9497872340425533	2	1000	10	0
0.9445768321513003	2	1000	10	1
0.9531914893617022	2	1000	20	0
0.9547872340425533	2	1000	20	1
0.9553735774369124	2	1000	25	0
0.9548936170212766	2	1000	25	1
0.9504255319148937	2	1000	30	0
0.9473404255319149	2	1000	30	1
0.606769825918762	2	1100	5	0
0.6074046520855032	2	1100	5	1
0.9563038508879902	2	1100	10	0
0.9518375241779498	2	1100	10	1
0.951257253384913	2	1100	20	0
0.9556849718274325	2	1100	20	1
0.9487427466150871	2	1100	25	0
0.9562862669245649	2	1100	25	1
0.95357833655706	2	1100	30	0
0.9361702127659575	2	1100	30	1
0.6941489361702128	2	1200	5	0
0.5723404255319149	2	1200	5	1
0.9570921985815604	2	1200	10	0
0.9519503546099292	2	1200	10	1
0.9496082797295069	2	1200	20	0
0.9563829787234043	2	1200	20	1
0.9553191489361702	2	1200	25	0
0.950839243498818	2	1200	25	1
0.9496453900709221	2	1200	30	0
0.9569148936170213	2	1200	30	1
0.7245499181669395	2	1300	5	0
0.6065466448445171	2	1300	5	1
0.9553191489361703	2	1300	10	0
0.9524302515890839	2	1300	10	1
0.943858714269402	2	1300	20	0
0.9530278232405892	2	1300	20	1
0.9545008183306056	2	1300	25	0
0.9514311693035098	2	1300	25	1
0.9539091023542743	2	1300	30	0
0.9546644844517186	2	1300	30	1
0.6878419452887538	2	1400	5	0
0.5554711246200608	2	1400	5	1
0.9518237082066869	2	1400	10	0
0.9486322188449848	2	1400	10	1
0.9509118541033436	2	1400	20	0
0.9562310030395137	2	1400	20	1
0.9530395136778116	2	1400	25	0
0.9562310030395137	2	1400	25	1
0.9537894806396194	2	1400	30	0
0.9539513677811551	2	1400	30	1
0.5846099290780142	2	1500	5	0
0.6161702127659574	2	1500	5	1
0.9537064446500154	2	1500	10	0
0.9499290780141845	2	1500	10	1
0.9541843971631206	2	1500	20	0
0.9363120567375887	2	1500	20	1
0.9506382978723404	2	1500	25	0
0.9527659574468086	2	1500	25	1
0.9575886524822695	2	1500	30	0
0.956127042861548	2	1500	30	1
0.6504705400981997	2	1600	5	0
0.7664893617021277	2	1600	5	1
0.943218085106383	2	1600	10	0
0.9553191489361703	2	1600	10	1
0.95625	2	1600	20	0
0.9572901891252955	2	1600	20	1
0.9518617021276596	2	1600	25	0
0.9569148936170213	2	1600	25	1
0.9579416130628402	2	1600	30	0
0.955381205673759	2	1600	30	1
0.5339173967459324	2	1700	5	0
0.5998748435544431	2	1700	5	1
0.9518773466833542	2	1700	10	0
0.9499374217772215	2	1700	10	1
0.9569461827284106	2	1700	20	0
0.9433041301627034	2	1700	20	1
0.9549436795994994	2	1700	25	0
0.9556946182728411	2	1700	25	1
0.9566788030492662	2	1700	30	0
0.933806146572104	2	1700	30	1
0.6988770685579196	2	1800	5	0
0.6469267139479905	2	1800	5	1
0.9483451536643026	2	1800	10	0
0.9555555555555556	2	1800	10	1
0.9539007092198583	2	1800	20	0
0.9521276595744681	2	1800	20	1
0.9542553191489362	2	1800	25	0
0.9500000000000001	2	1800	25	1
0.956146572104019	2	1800	30	0
0.9535460992907802	2	1800	30	1
0.6012318029115341	2	1900	5	0
0.6996080627099664	2	1900	5	1
0.9559412716187633	2	1900	10	0
0.9563269876819709	2	1900	10	1
0.9553191489361703	2	1900	20	0
0.9565509518477044	2	1900	20	1
0.9396416573348264	2	1900	25	0
0.9555431131019038	2	1900	25	1
0.9563269876819709	2	1900	30	0
0.9548712206047033	2	1900	30	1
0.584840425531915	2	2000	5	0
0.6453723404255319	2	2000	5	1
0.9537234042553192	2	2000	10	0
0.9585106382978724	2	2000	10	1
0.9571276595744681	2	2000	20	0
0.9563829787234043	2	2000	20	1
0.9537234042553192	2	2000	25	0
0.9536170212765958	2	2000	25	1
0.9552127659574469	2	2000	30	0
0.9509574468085107	2	2000	30	1
0.7170212765957447	3	100	5	0
0.6159574468085106	3	100	5	1
0.948936170212766	3	100	10	0
0.9276595744680851	3	100	10	1
0.8723404255319149	3	100	20	0
0.951063829787234	3	100	20	1
0.9085106382978724	3	100	25	0
0.8617021276595744	3	100	25	1
0.9148936170212766	3	100	30	0
0.9446808510638298	3	100	30	1
0.5218085106382979	3	200	5	0
