pathway	logFC	P.Value	adj.P.Val	direction
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.05221854947716804	7.013475328218275e-16	8.005755272543718e-14	down
KEGG_FATTY_ACID_METABOLISM	-0.06427266977603024	8.608339002735181e-16	8.005755272543718e-14	down
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.060129645344285915	5.4468388528940855e-14	2.8835126237893133e-12	down
KEGG_LYSOSOME	0.06237459249515371	6.201102416751211e-14	2.8835126237893133e-12	up
KEGG_RIBOFLAVIN_METABOLISM	-0.05386780178475894	2.4808292520272883e-13	9.228684817541514e-12	down
KEGG_TRYPTOPHAN_METABOLISM	-0.059548089449129135	7.110163911485313e-13	2.2041508125604468e-11	down
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	-0.09830208056362409	1.884097493389606e-12	5.0063161967209535e-11	down
KEGG_GLYCEROLIPID_METABOLISM	-0.05979146584345415	5.038516055121919e-12	1.1714549828158461e-10	down
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	-0.05390414146849905	5.954627488433592e-11	1.2306230142762758e-9	down
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.054376703880459516	1.4058463817744272e-10	2.614874270100435e-9	down
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.041995483196026855	2.5690231234922935e-10	4.343984554268787e-9	down
KEGG_NITROGEN_METABOLISM	-0.0923011802670229	3.989931932704078e-10	6.184394495691321e-9	down
KEGG_TYPE_II_DIABETES_MELLITUS	0.04913674823262961	5.009996188661912e-10	7.168148393008582e-9	up
KEGG_PYRUVATE_METABOLISM	-0.06289225810575008	1.8769574929511743e-9	2.437577292858748e-8	down
KEGG_APOPTOSIS	0.04706993821918222	1.965788139402216e-9	2.437577292858748e-8	up
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	-0.036995609559486005	4.660485751959295e-9	5.4178146866526806e-8	down
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.03676947403511026	8.434300271187853e-9	9.22811676729965e-8	down
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.02831923657012981	1.0550651867769509e-8	1.0791275601741122e-7	up
KEGG_GLIOMA	-0.018706244954675093	1.1023346044789319e-8	1.0791275601741122e-7	down
KEGG_PURINE_METABOLISM	-0.06786020711758757	1.5803160190209613e-8	1.469693897689494e-7	down
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.06995909977064806	1.720956119253458e-8	1.5242754199102058e-7	up
KEGG_ENDOCYTOSIS	0.042718815465839846	2.8102193450891938e-8	2.375912719029955e-7	up
KEGG_STARCH_AND_SUCROSE_METABOLISM	-0.024930581265181474	3.09376695787195e-8	2.5019158876703596e-7	down
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.09302375995114003	3.252767962184709e-8	2.5208951706931495e-7	down
