pathway_description	BS_30VC3R2Q	BS_BMMY0H73	BS_D7XRFE0R	BS_0VXZCRJS	BS_6WP1FHTE	BS_4QW2S1Q8	BS_51RA1PGE	BS_49CJNZ06	BS_4B0BAVTX	BS_VF5XWFXD	BS_X4DD4KSZ	BS_T3DGY9J9	BS_TM9MH0RP	BS_4C6B11E4	BS_2HNXVFAS	BS_TR2P8KRF	BS_PJC6FH4Y	BS_VKYEM67A	BS_XZM79E42	BS_RXN5T5YT	BS_RX1YTZ7F	BS_NR3P3GN2	BS_MWWZBQ60	BS_C41DJZ1F	BS_FN07P04C	BS_FYRDYBMZ	BS_2EN3X6HB	BS_84XCR9GG	BS_4PWDGEB0	BS_SNVM7CZT	BS_SD8YBRBR	BS_Z8F3GM85	BS_KBEX4RT2	BS_HWGWYCY7	BS_R5SNFB5B	BS_PXCPK5XS	BS_PS0P3QJ3	BS_BYCX6VK1	BS_9XVACXP0	BS_GG9W3J9Y	BS_29X4ZX6Q	BS_399RPKC9	BS_0C7VZC0A	BS_7327SDAQ	BS_52C576HH	BS_W9N9844Q	BS_X0XXN9BK	BS_9TXEDSWB	BS_YA0KMBRT	BS_ECNBQ2RA	BS_H9JYKFTV	BS_Z8YZ6QGS	BS_KP735TJ6	BS_K17VQECG
KEGG_ABC_TRANSPORTERS	0.032582922337277935	0.0065972677494424955	0.058307786431598396	-3.156536043546931e-4	-0.00463654649448429	0.008922569734076794	0.06391895670666589	-0.038057822636312806	0.06937204460559432	0.04145648210670058	0.007875897734007407	0.010899938009667072	0.0213857668191647	0.0868701627692023	0.09154083172035206	0.0426482679958288	0.063086886176424	0.10244308533439028	0.016783903268545234	0.03824977598360161	0.022076367321490226	0.025334723962336703	-0.001335812160398626	0.04013237607995604	0.03778354808465476	0.041878516393469525	0.042052328587266256	-0.018571276271888097	0.026683427506862922	0.014481559998027558	0.04990995770649425	0.04882077922716811	0.009596517508856891	0.05634032225125985	-0.026792319684063193	0.003357983831377272	0.04068303113386304	0.025439495489143538	0.029928417999757026	0.01957213640065641	0.08068289102650311	0.044037640429650096	0.03723276616437806	0.03482118578681102	0.05950431964991452	0.008954061735387656	0.042505326591894425	0.07288918262567659	0.05689319645140109	0.06262648658095944	0.07451266427378203	0.04144379248765059	0.05391754242745831	0.05293468536398112
KEGG_ACUTE_MYELOID_LEUKEMIA	0.27843692491721833	0.24875516125948144	0.2832597813570937	0.2509652643101418	0.2854753079367099	0.2734433219572585	0.256419333247301	0.2625969571514338	0.2672284222180512	0.2872676864970889	0.2831135535240155	0.26595256543824797	0.2807744067308415	0.3070584280284531	0.26027838543569354	0.2453823812975466	0.3025563886831717	0.3146324836238047	0.2798315241437577	0.2918865812579167	0.25651013209158524	0.28450211384036445	0.273796016811924	0.26258329973912137	0.2413045419516596	0.26542911425485916	0.23604920249931247	0.26528061345997234	0.23146316161397446	0.2453026692741093	0.2388905440941081	0.2999481454821473	0.26601332228529345	0.2507711501383544	0.2649592826431757	0.24822571635606838	0.22616501972207223	0.2570523505180657	0.2598421355060972	0.25276700835005816	0.2447641660934111	0.2924341251191519	0.2840738403813654	0.26423983425323827	0.2521537864574232	0.2746975856803515	0.24245784752751479	0.29457528338883565	0.2642155684679608	0.25519885744336446	0.25053528946127734	0.2744277979184705	0.26841620550191836	0.2796814069823677
KEGG_ADHERENS_JUNCTION	0.3408019443617583	0.3208653425164522	0.35073053317441416	0.31285998248343133	0.34341048922935685	0.33636209941229656	0.33357142992324207	0.3109722205689636	0.34793808394705017	0.3427149763002242	0.3159640059405908	0.32333535961016757	0.33589050312442625	0.3335740683976413	0.34949559121251683	0.3407831324764107	0.3389658778336763	0.3445945539417367	0.30711117943369265	0.3473376026277188	0.3151583869533377	0.3564844739760306	0.3454037780455025	0.32779329408745483	0.3195514616291828	0.31718612821207764	0.3174459822981587	0.30762370680253215	0.30824221314703587	0.31449447903196376	0.3120284917865905	0.3369230950086161	0.3383367540909547	0.29408779221800274	0.3194126436511658	0.30628127711792363	0.2946574687287584	0.3288800891030054	0.3042606534691673	0.31581482858060494	0.33338916416437314	0.35329762343098214	0.32839624824777747	0.3492185101835521	0.3180969087738118	0.33471901856262554	0.28394592846023775	0.3259143818039829	0.3240868822077628	0.32472366271165193	0.33884437682451196	0.3165746606116177	0.3285072360394865	0.34532584366430086
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.16792195282648986	0.157757959851864	0.15851372429073632	0.14684152100697295	0.15067303920427014	0.15040125375807306	0.16142692911743778	0.17703878059198833	0.18879192288803212	0.1544178780998867	0.1788451660699631	0.16973218736654683	0.1714738641946934	0.18695464762852212	0.1499278395094297	0.14324344869753028	0.19290021610391814	0.19509021991017744	0.1732570590296547	0.16213820284553557	0.14863931034294997	0.14797899890324487	0.1635211764402987	0.14343295804424694	0.15921506031434293	0.17707481088306534	0.15687011670230802	0.154146638270138	0.16050175633958785	0.15152980682725614	0.14324304472317348	0.15821135384295415	0.16380285369927342	0.17608923286786712	0.14915098149715886	0.1439224977430319	0.1394249318079707	0.16110708180781344	0.14698353348446097	0.15744076474885596	0.15026637464695394	0.1814215252025316	0.18457550655367236	0.14445611432753558	0.13101448625879694	0.153929706791636	0.15756228376165188	0.1953015576879958	0.16373698324055588	0.19183149524054446	0.17294984910745845	0.15331143189823015	0.18345130308753566	0.14163444501359496
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.08904552767224463	0.14191685438582852	0.12215085926050621	0.09634779433801656	0.11869223825128852	0.09566382601690504	0.12228285221829475	0.11870255330774677	0.10485525195894761	0.1376447132433233	0.09397056723523162	0.13823269251571935	0.13346622400254898	0.08243156604678392	0.09136874258271302	0.1227828111715322	0.09108479901111845	0.08655044071693974	0.11633693689318181	0.1331703681194392	0.13170387963451521	0.09296908718742415	0.1277078238055375	0.10548780686884646	0.0993684200411494	0.11226531442396627	0.13381390889071196	0.09684928680429618	0.12164178972176548	0.1448525326911535	0.10687804447895072	0.10241220581548266	0.10706126431000067	0.12392036588537665	0.12323552032020248	0.09430372705484352	0.10732914599726294	0.11935135355334654	0.08159883593420045	0.14276399836603895	0.11429758356772857	0.12871477113178717	0.1075123226488195	0.10723611276550872	0.06698875453588092	0.11307708448878499	0.11418221955205203	0.12917134757182788	0.10334838727356845	0.13059497299858852	0.1276806852939322	0.10683545820926524	0.11975548589221784	0.09447659098719079
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.16643855438378855	0.14666470739754536	0.15014302208662328	0.13066235062367473	0.18188714099270498	0.17582888197002453	0.1596075915557308	0.1432599797145158	0.17541853255876136	0.16140359797352666	0.15476424732435975	0.15213648169330293	0.16945198491113866	0.1782838822841199	0.15163828694238093	0.16574894390460404	0.1827857138398884	0.19602947138608628	0.1455224156188832	0.17044328011988646	0.1643766856774866	0.20607136144761842	0.18494756407588334	0.1606608737104596	0.15603489391803244	0.15391121202227714	0.13869427258004313	0.16519308245079667	0.1388645991335023	0.14750648324373034	0.07665539477158788	0.1713587569567126	0.15369887742628263	0.13999048981073506	0.08893975858248304	0.12918007216489316	0.11953887656793886	0.12587741121505228	0.1393945882853432	0.1698619963557686	0.10846286249364491	0.16680535108855246	0.15321004902124508	0.16474926935794176	0.13793774510573853	0.16066981318711193	0.10086402835720043	0.21421148974017948	0.13485052661971553	0.1650000192516419	0.1500197554671151	0.1827100031078935	0.1568780504770388	0.16662337525191057
KEGG_ALLOGRAFT_REJECTION	-0.025100401102721763	0.035330586803519214	0.07202275709186368	0.05228916239338107	0.1134047643826886	0.04993071082667235	0.08355655545021494	-0.0738570331608417	0.05106992990297621	0.04492999623225298	0.12135626575233027	0.0926380636315006	0.05294065902216323	0.017420957081370553	0.014653991528247853	0.01984550685905268	0.12359166382309701	0.10952274445948453	0.14604086166154104	0.09116130653169977	0.070552288219469	0.06474261980127712	0.08489785531937502	0.03376144030354637	-0.10881339524624409	0.004468191033985804	0.08572158797179837	-0.01606930208414883	-0.008172847847284745	0.10065259566304707	-0.12612577933116978	0.09094539156335703	-0.028520292128491366	0.1361690710359905	-0.12916785958626253	-0.010870600639290701	-0.03258201242416139	0.11546024228511585	-0.0858590287290733	-0.039941010698553256	-0.06618326176162018	-0.03326158309177985	0.042922129690523246	0.024045297427739254	0.023966061362173507	0.06743039786372168	0.10517136074929224	-0.009849890298188295	-0.06514530285563237	0.12130498611963854	-0.04195729430583656	0.08943374674135571	-0.10370385150449857	0.11077394445261325
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.09602104412651276	-0.09137664639981145	-0.044477507859276955	-0.05602407612783189	-0.0961121623190564	-0.1415132148433884	-0.07030589768529466	-0.1394083086168832	-0.0826634065082748	-0.0653754641314913	-0.12033221495970585	-0.011615513752608702	-0.08599414445544745	-0.11653524428567491	-0.11413270635768394	-0.1125781527814097	-0.11203130537092512	-0.11962355431398558	-0.010689157340058179	-0.09887196298308251	-0.12217615434576734	-0.1343181916829163	-0.11198048832255379	-0.11621902539886854	-0.09973380283128366	-0.07243202889156787	-0.07251384167446696	-0.17662288275999788	-0.09068443956486863	-0.0975072289900314	-0.07967979002593571	-0.08608118650235672	-0.08651958798571739	-0.1170254925739334	-0.1512081795903392	-0.1167114052427404	-0.029583868729380524	-0.08633796059283703	-0.09176478681191447	-0.09827613776518812	-0.10782580629348401	-0.10733432147574788	-0.07218800341880943	-0.10359008737145033	-0.08693651992506327	-0.12086714742606866	-0.10616546180445027	-0.08943457640151152	-0.0839560169133179	-0.039830301551101864	-0.10559819893695867	-0.11846992497659153	-0.08589276010527651	-0.15598317341738466
KEGG_ALZHEIMERS_DISEASE	0.2542505400453327	0.2699995835301925	0.1942664652705429	0.2775034651126886	0.24164121014040343	0.2439418745607202	0.26537837813263826	0.28275821745398777	0.24408206398865134	0.2666786143551253	0.23835622799923514	0.275724189462426	0.25344984071763604	0.20438754802536432	0.21031220921647267	0.20005306506744425	0.21680968163546993	0.2222674527994441	0.29527279672739326	0.2442481105173234	0.2605608625079029	0.24030445828946548	0.248225873575935	0.21733799369228476	0.18441543531975182	0.27448101762797167	0.25596078184717513	0.23446780478455506	0.28068227983803923	0.26868700916601074	0.18508594323102218	0.2176192693790783	0.24722103617592306	0.3099848315507434	0.22565116228912688	0.2530514594974966	0.28049152824977164	0.2558397931378476	0.2443103852893109	0.23980800259760024	0.21255134281713242	0.2541923466266762	0.24428408560232512	0.23859447284513563	0.22454863282680473	0.25355435409217125	0.26627372509629843	0.24888753702725677	0.22561580106447937	0.22655076212054515	0.22637929029652878	0.23632630818575517	0.244654448878276	0.21513739225274625
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.13063924436400554	0.17086836958105486	0.14720424691457426	0.15571682565268988	0.1329355611685098	0.16224482961978093	0.17280864421145747	0.2317467470945488	0.11232464339802171	0.15425353734042754	0.180868189254406	0.13031412793827443	0.1387573872219682	0.19726390960986723	0.09192059136304895	0.1337086995852715	0.16551770405782612	0.1974443940136856	0.20668764802521333	0.17473026558237786	0.14535360487357782	0.1300885209679573	0.13780242428818829	0.13314283379361205	0.16946677541917826	0.1819246600094612	0.1566980316542519	0.19045452941236127	0.185113763977006	0.13992596404068738	0.1607561782677298	0.13419846711250955	0.15152708338934612	0.25732482114299254	0.1846749589014601	0.17415783871599738	0.1758338293889607	0.18195266891385725	0.15177568052504684	0.12662462679031966	0.1619715036719706	0.1400852909586741	0.10751488769722048	0.12995253867450487	0.13042965137334395	0.15980497475926242	0.22471096702676044	0.13641505145208283	0.14913359432319845	0.17459274100805103	0.18927269588007906	0.15092292881471672	0.1578622225739138	0.10756245924243633
